,smiles,carbons,nitrogens,oxygens,fluorines
66097,CC12C3CC1(C)OCC23,8,0,1,0
66098,CC12C3CC1(O)CCC23,8,0,1,0
66099,CC12C3CC1(O)CCN23,7,1,1,0
66100,CC12C3CC1(O)COC23,7,0,2,0
66101,CC12C3CCC1(C)CN23,8,1,0,0
66102,CC12C3CCC1(C)OC23,8,0,1,0
66103,CC12C3CCC1(O)CN23,7,1,1,0
66104,CC12C3COC1(C)CN23,7,1,1,0
66105,CC12C3OC1(C)COC23,7,0,2,0
66106,CC12CC3C(CC1)C23O,8,0,1,0
66107,CC12CC3C(CO1)C23O,7,0,2,0
66108,CC12CC3C(OC1)C23O,7,0,2,0
66109,CC12CCC3C(O1)C23O,7,0,2,0
66110,CC12COC3C(N1)C23O,6,1,2,0
66111,CC12COC3C(O1)C23O,6,0,3,0
66112,OC12C3CC1(O)CCC23,7,0,2,0
66113,OC12C3CC1(O)COC23,6,0,3,0
66114,CC12C3CC1(C3)CC2=O,8,0,1,0
66115,CC12C3CC1(C3)NC2=O,7,1,1,0
66116,CC12C3CC1(C3)OC2=N,7,1,1,0
66117,CC12C3CC1(C3)OC2=O,7,0,2,0
66118,CC12C3CC1(CC2=O)O3,7,0,2,0
66119,CC12N3CC1(C3)CC2=O,7,1,1,0
66120,CC12N3CC1(C3)NC2=O,6,2,1,0
66121,CC12N3CC1(C3)OC2=N,6,2,1,0
66122,CC12N3CC1(C3)OC2=O,6,1,2,0
66123,NC12C3CC1(C3)OC2=N,6,2,1,0
66124,NC12C3CC1(C3)OC2=O,6,1,2,0
66125,OC12C3CC1(C3)CC2=O,7,0,2,0
66126,OC12C3CC1(C3)NC2=N,6,2,1,0
66127,OC12C3CC1(C3)NC2=O,6,1,2,0
66128,OC12C3CC1(C3)OC2=N,6,1,2,0
66129,OC12C3CC1(C3)OC2=O,6,0,3,0
66130,OC12C3CC1(CC2=O)N3,6,1,2,0
66131,OC12C3CC1(CC2=O)O3,6,0,3,0
66132,CC12C3CC1(CC23)C#C,9,0,0,0
66133,CC12C3CC1(CC23)C#N,8,1,0,0
66134,CC12C3CC1(CN23)C#C,8,1,0,0
66135,CC12C3CC1(CN23)C#N,7,2,0,0
66136,CC12C3CC1(NC23)C#N,7,2,0,0
66137,CC12C3CC1(OC23)C#C,8,0,1,0
66138,CC12C3CC1(OC23)C#N,7,1,1,0
66139,NC12C3CC1(NC23)C#N,6,3,0,0
66140,NC12C3CC1(OC23)C#N,6,2,1,0
66141,OC12C3CC1(CC23)C#C,8,0,1,0
66142,OC12C3CC1(CC23)C#N,7,1,1,0
66143,OC12C3CC1(NC23)C#C,7,1,1,0
66144,OC12C3CC1(NC23)C#N,6,2,1,0
66145,OC12C3CC1(OC23)C#C,7,0,2,0
66146,OC12C3CC1(OC23)C#N,6,1,2,0
66147,CC12C3CC1(CC23)C=O,8,0,1,0
66148,CC12C3CC1(CN23)C=O,7,1,1,0
66149,CC12C3CC1(OC23)C=O,7,0,2,0
66150,OC12C3CC1(CC23)C=O,7,0,2,0
66151,OC12C3CC1(NC23)C=O,6,1,2,0
66152,OC12C3CC1(OC23)C=O,6,0,3,0
66153,CC12C3C=CC11CN2C31,8,1,0,0
66154,CC12C3CC11C=CC2C31,9,0,0,0
66155,CC12C3CC11C=CC2N31,8,1,0,0
66156,CC12C3OC11C=CC2C31,8,0,1,0
66157,OC12C3CC11C=CC2C31,8,0,1,0
66158,OC12C3CC11C=CC2N31,7,1,1,0
66159,OC12C3NC11C=CC2C31,7,1,1,0
66160,OC12C3OC11C=CC2C31,7,0,2,0
66161,CC12C3CC11CCC2C31,9,0,0,0
66162,CC12C3CC11CCC2N31,8,1,0,0
66163,CC12C3CC11CCN2C31,8,1,0,0
66164,CC12C3CC11COC2C31,8,0,1,0
66165,CC12C3CC11OCC2C31,8,0,1,0
66166,CC12C3CCC11CN2C31,8,1,0,0
66167,CC12C3CCC11OC2C31,8,0,1,0
66168,CC12C3COC11CN2C31,7,1,1,0
66169,CC12C3NC11CCN2C31,7,2,0,0
66170,CC12C3OC11CCN2C31,7,1,1,0
66171,CC12C3OC11COC2C31,7,0,2,0
66172,CC12C3OCC11CN2C31,7,1,1,0
66173,OC12C3CC11CCC2C31,8,0,1,0
66174,OC12C3CC11CCC2N31,7,1,1,0
66175,OC12C3CC11COC2C31,7,0,2,0
66176,OC12C3CC11OCC2C31,7,0,2,0
66177,OC12C3CCC11OC2C31,7,0,2,0
66178,OC12C3NC11COC2C31,6,1,2,0
66179,OC12C3OC11COC2C31,6,0,3,0
66180,CC12C3CC1=CC(=O)C23,8,0,1,0
66181,CC12C3CC1=CC(=O)N23,7,1,1,0
66182,CC12C3N1CC2=CC3=O,7,1,1,0
66183,CC12C3NC1=CC(=O)C23,7,1,1,0
66184,OC12C3CC1=CC(=O)C23,7,0,2,0
66185,OC12C3NC1=CC(=O)C23,6,1,2,0
66186,CC12C3CC1=CCCC23,9,0,0,0
66187,CC12C3CC1=CCOC23,8,0,1,0
66188,CC12C3CCC=C1CN23,8,1,0,0
66189,CC12C3CCN=C1OC23,7,1,1,0
66190,NC12C3CCN=C1OC23,6,2,1,0
66191,OC12C3CC1=CCCC23,8,0,1,0
66192,OC12C3CC1=CCOC23,7,0,2,0
66193,OC12C3CCN=C1NC23,6,2,1,0
66194,OC12C3CCN=C1OC23,6,1,2,0
66195,CC12C3CC(C1=O)C23O,7,0,2,0
66196,CC12C3CC1C(=O)C23C,8,0,1,0
66197,CC12C3CC1C(=O)C23O,7,0,2,0
66198,CC12C3CN1C(=N)C23O,6,2,1,0
66199,CC12C3CN1C(=O)C23C,7,1,1,0
66200,CC12C3CN1C(=O)C23O,6,1,2,0
66201,CC12C3CN1C2(C)C3=O,7,1,1,0
66202,CC12C3NC(C1=O)C23O,6,1,2,0
66203,CC12C3NC1C(=O)C23C,7,1,1,0
66204,CC12C3NC1C(=O)C23O,6,1,2,0
66205,CC12C3OC(C1=O)C23O,6,0,3,0
66206,CC12C3OC1C(=O)C23C,7,0,2,0
66207,CC12C3OC1C(=O)C23O,6,0,3,0
66208,OC12C3CC1C(=O)C23O,6,0,3,0
66209,OC12C3NC1C(=O)C23O,5,1,3,0
66210,OC12C3OC1C(=O)C23O,5,0,4,0
66211,CC12C3CC1C(=O)C2C3,8,0,1,0
66212,CC12C3CC1C(=O)C2O3,7,0,2,0
66213,CC12C3CC1C(=O)N2C3,7,1,1,0
66214,CC12C3CN1C(=N)C2O3,6,2,1,0
66215,CC12C3CN1C(=O)C2N3,6,2,1,0
66216,CC12C3CN1C(=O)C2O3,6,1,2,0
66217,CC12C3CN1CC2C3=O,7,1,1,0
66218,OC12C3CC1C(=O)C2C3,7,0,2,0
66219,OC12C3CC1C(=O)C2N3,6,1,2,0
66220,OC12C3CC1C(=O)C2O3,6,0,3,0
66221,CC12C3CC(=O)C1CN23,7,1,1,0
66222,CC12C3CC(=O)C1OC23,7,0,2,0
66223,CC12C3CC1C(=N)OC23,7,1,1,0
66224,CC12C3CC1C(=O)CC23,8,0,1,0
66225,CC12C3CC1C(=O)CN23,7,1,1,0
66226,CC12C3CC1C(=O)NC23,7,1,1,0
66227,CC12C3CC1C(=O)OC23,7,0,2,0
66228,CC12C3CN1C(=N)OC23,6,2,1,0
66229,CC12C3CN1C(=O)CC23,7,1,1,0
66230,CC12C3CN1C(=O)NC23,6,2,1,0
66231,CC12C3CN1C(=O)OC23,6,1,2,0
66232,CC12C3NC(=O)C1OC23,6,1,2,0
66233,CC12C3NC1C(=N)OC23,6,2,1,0
66234,CC12C3NC1C(=O)OC23,6,1,2,0
66235,CC12C3OC1C(=N)OC23,6,1,2,0
66236,CC12C3OC1C(=O)OC23,6,0,3,0
66237,NC12C3NC(=O)C1OC23,5,2,2,0
66238,NC12C3NC1C(=N)OC23,5,3,1,0
66239,NC12C3NC1C(=O)NC23,5,3,1,0
66240,NC12C3NC1C(=O)OC23,5,2,2,0
66241,NC12C3OC1C(=N)OC23,5,2,2,0
66242,NC12C3OC1C(=O)OC23,5,1,3,0
66243,OC12C3CC(=O)C1NC23,6,1,2,0
66244,OC12C3CC(=O)C1OC23,6,0,3,0
66245,OC12C3CC1C(=N)OC23,6,1,2,0
66246,OC12C3CC1C(=O)CC23,7,0,2,0
66247,OC12C3CC1C(=O)NC23,6,1,2,0
66248,OC12C3CC1C(=O)OC23,6,0,3,0
66249,OC12C3NC(=N)C1OC23,5,2,2,0
66250,OC12C3NC(=O)C1OC23,5,1,3,0
66251,OC12C3NC1C(=N)OC23,5,2,2,0
66252,OC12C3NC1C(=O)NC23,5,2,2,0
66253,OC12C3NC1C(=O)OC23,5,1,3,0
66254,OC12C3OC1C(=N)OC23,5,1,3,0
66255,OC12C3OC1C(=O)OC23,5,0,4,0
66256,CC12C3C(C#C)C1CN23,8,1,0,0
66257,CC12C3C(C#N)C1CN23,7,2,0,0
66258,CC12C3CC1C(C#C)C23,9,0,0,0
66259,CC12C3CC1C(C#C)N23,8,1,0,0
66260,CC12C3CC1C(C#N)C23,8,1,0,0
66261,CC12C3CC1C(C#N)N23,7,2,0,0
66262,CC12C3CN1C(C#C)C23,8,1,0,0
66263,CC12C3CN1C(C#N)C23,7,2,0,0
66264,CC12C3NC1C(C#N)C23,7,2,0,0
66265,CC12C3OC1C(C#C)C23,8,0,1,0
66266,CC12C3OC1C(C#N)C23,7,1,1,0
66267,OC12C3CC1C(C#C)C23,8,0,1,0
66268,OC12C3CC1C(C#N)C23,7,1,1,0
66269,OC12C3NC1C(C#N)C23,6,2,1,0
66270,OC12C3OC1C(C#C)C23,7,0,2,0
66271,OC12C3OC1C(C#N)C23,6,1,2,0
66272,CC1(C)C2C3CC1C23O,8,0,1,0
66273,CC1(C)C2C3OC1C23O,7,0,2,0
66274,CC1(O)C2C3CC1C23O,7,0,2,0
66275,CC1(O)C2C3NC1C23O,6,1,2,0
66276,CC1(O)C2C3OC1C23O,6,0,3,0
66277,CC12C3CC1C(C)(C)C23,9,0,0,0
66278,CC12C3CC1C(C)(C)N23,8,1,0,0
66279,CC12C3CC1C(C)(O)C23,8,0,1,0
66280,CC12C3N1CC2C3(C)C,8,1,0,0
66281,CC12C3N1CC2C3(C)O,7,1,1,0
66282,CC12C3OC1C(C)(C)C23,8,0,1,0
66283,CC12C3OC1C(C)(O)C23,7,0,2,0
66284,CC12C3CC(C1O3)C2=O,7,0,2,0
66285,CC12C3CC1C(C3)C2=O,8,0,1,0
66286,CC12C3CC1C(O3)C2=O,7,0,2,0
66287,CC12C3CN1C(C3)C2=O,7,1,1,0
66288,CC12C3CN1CC3C2=O,7,1,1,0
66289,OC12C3CC(C1N3)C2=O,6,1,2,0
66290,OC12C3CC(C1O3)C2=O,6,0,3,0
66291,OC12C3CC1C(C3)C2=O,7,0,2,0
66292,OC12C3CC1C(O3)C2=O,6,0,3,0
66293,CC12C3C(C=O)C1CN23,7,1,1,0
66294,CC12C3CC1C(C=O)C23,8,0,1,0
66295,CC12C3CC1C(C=O)N23,7,1,1,0
66296,CC12C3CC1N(C=O)C23,7,1,1,0
66297,CC12C3CN1C(C=O)C23,7,1,1,0
66298,CC12C3OC1C(C=O)C23,7,0,2,0
66299,OC12C3CC1C(C=O)C23,7,0,2,0
66300,OC12C3CC1N(C=O)C23,6,1,2,0
66301,OC12C3OC1C(C=O)C23,6,0,3,0
66302,CC12C3CC1C1(CC1)C23,9,0,0,0
66303,CC12C3CC1C1(CC1)N23,8,1,0,0
66304,CC12C3CC1C1(CO1)C23,8,0,1,0
66305,CC12C3CN1C1(CC1)C23,8,1,0,0
66306,CC12C3N1CC2C31CC1,8,1,0,0
66307,CC12C3N1CC2C31CN1,7,2,0,0
66308,CC12C3N1CC2C31CO1,7,1,1,0
66309,CC12C3OC1C1(CC1)C23,8,0,1,0
66310,CC12C3OC1C1(CN1)C23,7,1,1,0
66311,CC12C3OC1C1(CO1)C23,7,0,2,0
66312,OC12C3CC1C1(CC1)C23,8,0,1,0
66313,OC12C3CC1C1(CN1)C23,7,1,1,0
66314,OC12C3CC1C1(CO1)C23,7,0,2,0
66315,OC12C3NC1C1(CN1)C23,6,2,1,0
66316,OC12C3NC1C1(CO1)C23,6,1,2,0
66317,OC12C3OC1C1(CC1)C23,7,0,2,0
66318,OC12C3OC1C1(CN1)C23,6,1,2,0
66319,OC12C3OC1C1(CO1)C23,6,0,3,0
66320,CC12C3CC1C1C3CC21,9,0,0,0
66321,CC12C3CC1C1C3OC21,8,0,1,0
66322,CC12C3CC1N1C3CC21,8,1,0,0
66323,CC12C3CC4C3C1OC24,8,0,1,0
66324,CC12C3CN1C1C3OC21,7,1,1,0
66325,CC12C3OC1C1C3CN21,7,1,1,0
66326,CC12C3OC1C1C3OC21,7,0,2,0
66327,OC12C3CC1C1C3CC21,8,0,1,0
66328,OC12C3CC1C1C3OC21,7,0,2,0
66329,OC12C3CC1N1C3CC21,7,1,1,0
66330,OC12C3CC1N1CC2C31,7,1,1,0
66331,OC12C3CC4C3C1OC24,7,0,2,0
66332,OC12C3NC1C1C3OC21,6,1,2,0
66333,OC12C3OC1C1C3OC21,6,0,3,0
66334,CC12C3CC1C1CC3C21,9,0,0,0
66335,CC12C3CC1C1CC3N21,8,1,0,0
66336,CC12C3CC1C1OC3C21,8,0,1,0
66337,CC12C3CC1N1CC3C21,8,1,0,0
66338,CC12C3CN1C1CN3C21,7,2,0,0
66339,CC12C3OC1C1CC3C21,8,0,1,0
66340,CC12C3OC1C1CC3N21,7,1,1,0
66341,CC12C3OC1C1OC3C21,7,0,2,0
66342,OC12C3CC1C1CC3C21,8,0,1,0
66343,OC12C3CC1C1OC3C21,7,0,2,0
66344,OC12C3CC1N1CC3C21,7,1,1,0
66345,OC12C3NC1C1OC3C21,6,1,2,0
66346,OC12C3OC1C1CC3C21,7,0,2,0
66347,OC12C3OC1C1NC3C21,6,1,2,0
66348,OC12C3OC1C1OC3C21,6,0,3,0
66349,CC12C3CC1C3C21CC1,9,0,0,0
66350,CC12C3CC1C3C21CN1,8,1,0,0
66351,CC12C3CC1C3C21CO1,8,0,1,0
66352,CC12C3CC1N3C21CC1,8,1,0,0
66353,CC12C3CN1C3C21CC1,8,1,0,0
66354,CC12C3CN1C3C21CN1,7,2,0,0
66355,CC12C3CN1C3C21CO1,7,1,1,0
66356,CC12C3OC1C3C21CC1,8,0,1,0
66357,CC12C3OC1C3C21NC1,7,1,1,0
66358,CC12C3OC1C3C21OC1,7,0,2,0
66359,OC12C3CC1C3C21CC1,8,0,1,0
66360,OC12C3CC1C3C21CN1,7,1,1,0
66361,OC12C3CC1C3C21CO1,7,0,2,0
66362,OC12C3CC1N3C21CC1,7,1,1,0
66363,OC12C3NC1C3C21NC1,6,2,1,0
66364,OC12C3NC1C3C21CO1,6,1,2,0
66365,OC12C3OC1C3C21CC1,7,0,2,0
66366,OC12C3OC1C3C21NC1,6,1,2,0
66367,OC12C3OC1C3C21OC1,6,0,3,0
66368,CC12C3CC1C3C2C#C,9,0,0,0
66369,CC12C3CC1C3C2C#N,8,1,0,0
66370,CC12C3CC1N3C2C#C,8,1,0,0
66371,CC12C3CC1N3C2C#N,7,2,0,0
66372,CC12C3CN1C3C2C#C,8,1,0,0
66373,CC12C3CN1C3C2C#N,7,2,0,0
66374,CC12C3OC1C3C2C#C,8,0,1,0
66375,CC12C3OC1C3C2C#N,7,1,1,0
66376,NC12C3CC1N3C2C#N,6,3,0,0
66377,NC12C3NC1C3C2C#N,6,3,0,0
66378,NC12C3OC1C3C2C#N,6,2,1,0
66379,OC12C3CC1C3C2C#C,8,0,1,0
66380,OC12C3CC1C3C2C#N,7,1,1,0
66381,OC12C3CC1N3C2C#C,7,1,1,0
66382,OC12C3CC1N3C2C#N,6,2,1,0
66383,OC12C3NC1C3C2C#C,7,1,1,0
66384,OC12C3NC1C3C2C#N,6,2,1,0
66385,OC12C3OC1C3C2C#C,7,0,2,0
66386,OC12C3OC1C3C2C#N,6,1,2,0
66387,CC12C3CC1C3C2C=O,8,0,1,0
66388,CC12C3CC1C3N2C=O,7,1,1,0
66389,CC12C3CC1N3C2C=O,7,1,1,0
66390,CC12C3CN1C3C2C=O,7,1,1,0
66391,CC12C3NC1C3N2C=O,6,2,1,0
66392,CC12C3OC1C3C2C=O,7,0,2,0
66393,CC12C3OC1C3N2C=O,6,1,2,0
66394,OC12C3CC1C3C2C=O,7,0,2,0
66395,OC12C3CC1N3C2C=O,6,1,2,0
66396,OC12C3NC1C3C2C=O,6,1,2,0
66397,CC12C3CC1C3CC2=O,8,0,1,0
66398,CC12C3CC1C3NC2=O,7,1,1,0
66399,CC12C3CC1C3OC2=N,7,1,1,0
66400,CC12C3CC1C3OC2=O,7,0,2,0
66401,CC12C3CC1N3CC2=O,7,1,1,0
66402,CC12C3CN1C3CC2=O,7,1,1,0
66403,CC12C3NC1C3NC2=O,6,2,1,0
66404,CC12C3NC1C3OC2=N,6,2,1,0
66405,CC12C3NC1C3OC2=O,6,1,2,0
66406,CC12C3OC1C3CC2=O,7,0,2,0
66407,CC12C3OC1C3NC2=O,6,1,2,0
66408,CC12C3OC1C3OC2=N,6,1,2,0
66409,CC12C3OC1C3OC2=O,6,0,3,0
66410,NC12C3CC1C3OC2=O,6,1,2,0
66411,NC12C3NC1C3NC2=O,5,3,1,0
66412,NC12C3NC1C3OC2=N,5,3,1,0
66413,NC12C3NC1C3OC2=O,5,2,2,0
66414,NC12C3OC1C3NC2=O,5,2,2,0
66415,NC12C3OC1C3OC2=N,5,2,2,0
66416,NC12C3OC1C3OC2=O,5,1,3,0
66417,OC12C3CC1C3CC2=O,7,0,2,0
66418,OC12C3CC1C3NC2=O,6,1,2,0
66419,OC12C3CC1C3OC2=N,6,1,2,0
66420,OC12C3CC1C3OC2=O,6,0,3,0
66421,OC12C3CC1N3CC2=O,6,1,2,0
66422,OC12C3NC1C3CC2=O,6,1,2,0
66423,OC12C3NC1C3NC2=O,5,2,2,0
66424,OC12C3NC1C3OC2=N,5,2,2,0
66425,OC12C3NC1C3OC2=O,5,1,3,0
66426,OC12C3OC1C3CC2=O,6,0,3,0
66427,OC12C3OC1C3NC2=N,5,2,2,0
66428,OC12C3OC1C3NC2=O,5,1,3,0
66429,OC12C3OC1C3OC2=N,5,1,3,0
66430,OC12C3OC1C3OC2=O,5,0,4,0
66431,CC12C3CC1C=CC2C3,9,0,0,0
66432,CC12C3CC1C=CC2O3,8,0,1,0
66433,OC12C3CC1C=CC2C3,8,0,1,0
66434,OC12C3CC1C=CC2O3,7,0,2,0
66435,CC12C3CC1C=CCC23,9,0,0,0
66436,CC12C3CC1N=COC23,7,1,1,0
66437,CC12C3CC=CC1OC23,8,0,1,0
66438,OC12C3CC1C=CCC23,8,0,1,0
66439,OC12C3CC1N=COC23,6,1,2,0
66440,OC12C3CC=CC1OC23,7,0,2,0
66441,CC12C3CC1CC(=O)C23,8,0,1,0
66442,CC12C3CC1CC(=O)N23,7,1,1,0
66443,CC12C3CC1NC(=O)C23,7,1,1,0
66444,CC12C3CC1NC(=O)N23,6,2,1,0
66445,CC12C3CC1OC(=N)C23,7,1,1,0
66446,CC12C3CC1OC(=N)N23,6,2,1,0
66447,CC12C3CC1OC(=O)C23,7,0,2,0
66448,CC12C3CC1OC(=O)N23,6,1,2,0
66449,CC12C3CN1CC(=O)C23,7,1,1,0
66450,CC12C3N1CC2CC3=O,7,1,1,0
66451,CC12C3N1CC2NC3=O,6,2,1,0
66452,CC12C3N1CC2OC3=N,6,2,1,0
66453,CC12C3N1CC2OC3=O,6,1,2,0
66454,CC12C3OC1CC(=O)C23,7,0,2,0
66455,OC12C3CC1CC(=O)C23,7,0,2,0
66456,OC12C3CC1NC(=O)C23,6,1,2,0
66457,OC12C3CC1OC(=N)C23,6,1,2,0
66458,OC12C3CC1OC(=O)C23,6,0,3,0
66459,OC12C3NC1CC(=O)C23,6,1,2,0
66460,OC12C3OC1CC(=O)C23,6,0,3,0
66461,CC12C3CC1CC23C#C,9,0,0,0
66462,CC12C3CC1CC23C#N,8,1,0,0
66463,CC12C3CC1NC23C#N,7,2,0,0
66464,CC12C3CC1OC23C#C,8,0,1,0
66465,CC12C3CC1OC23C#N,7,1,1,0
66466,CC12C3CN1C2(C3)C#C,8,1,0,0
66467,CC12C3CN1C2(C3)C#N,7,2,0,0
66468,CC12C3CN1CC23C#C,8,1,0,0
66469,CC12C3CN1CC23C#N,7,2,0,0
66470,CC12C3NC1CC23C#N,7,2,0,0
66471,CC12C3OC1CC23C#C,8,0,1,0
66472,CC12C3OC1CC23C#N,7,1,1,0
66473,NC12C3CC1NC23C#N,6,3,0,0
66474,NC12C3CC1OC23C#N,6,2,1,0
66475,NC12C3NC1CC23C#N,6,3,0,0
66476,NC12C3OC1CC23C#N,6,2,1,0
66477,OC12C3CC1CC23C#C,8,0,1,0
66478,OC12C3CC1CC23C#N,7,1,1,0
66479,OC12C3CC1NC23C#C,7,1,1,0
66480,OC12C3CC1NC23C#N,6,2,1,0
66481,OC12C3CC1OC23C#C,7,0,2,0
66482,OC12C3CC1OC23C#N,6,1,2,0
66483,OC12C3NC1CC23C#C,7,1,1,0
66484,OC12C3NC1CC23C#N,6,2,1,0
66485,OC12C3OC1CC23C#C,7,0,2,0
66486,OC12C3OC1CC23C#N,6,1,2,0
66487,CC12C3CC1CC23C=O,8,0,1,0
66488,CC12C3CC1OC23C=O,7,0,2,0
66489,CC12C3CN1C2(C3)C=O,7,1,1,0
66490,CC12C3CN1CC23C=O,7,1,1,0
66491,CC12C3OC1CC23C=O,7,0,2,0
66492,OC12C3CC1CC23C=O,7,0,2,0
66493,OC12C3CC1NC23C=O,6,1,2,0
66494,OC12C3CC1OC23C=O,6,0,3,0
66495,OC12C3NC1CC23C=O,6,1,2,0
66496,OC12C3OC1CC23C=O,6,0,3,0
66497,CC12C3CC1=CCC2O3,8,0,1,0
66498,CC12C3CC1CC=C2C3,9,0,0,0
66499,CC12C3CC1OC2=NC3,7,1,1,0
66500,NC12C3CC1OC2=NC3,6,2,1,0
66501,OC12C3CC1=CCC2O3,7,0,2,0
66502,OC12C3CC1CC=C2C3,8,0,1,0
66503,OC12C3CC1NC2=NC3,6,2,1,0
66504,OC12C3CC1OC2=NC3,6,1,2,0
66505,CC12C3CC1CC=CC23,9,0,0,0
66506,CC12C3CC1OC=NC23,7,1,1,0
66507,CC12C3OC1CC=CC23,8,0,1,0
66508,OC12C3CC1CC=CC23,8,0,1,0
66509,OC12C3CC1OC=NC23,6,1,2,0
66510,OC12C3OC1CC=CC23,7,0,2,0
66511,CC12C3CC1CCC2C3,9,0,0,0
66512,CC12C3CC1COC2C3,8,0,1,0
66513,CC12C3CC1OC2CC3,8,0,1,0
66514,CC12C3CC1OCC2O3,7,0,2,0
66515,CC12C3CN1CC2OC3,7,1,1,0
66516,CC12C3CN1CCC2O3,7,1,1,0
66517,OC12C3CC1CCC2C3,8,0,1,0
66518,OC12C3CC1COC2C3,7,0,2,0
66519,OC12C3CC1OC2CC3,7,0,2,0
66520,OC12C3CC1OCC2O3,6,0,3,0
66521,CC12C3CC1CCCC23,9,0,0,0
66522,CC12C3CC1CCOC23,8,0,1,0
66523,CC12C3CC1COCC23,8,0,1,0
66524,CC12C3CC1OCCC23,8,0,1,0
66525,CC12C3CC1OCCN23,7,1,1,0
66526,CC12C3CC1OCOC23,7,0,2,0
66527,CC12C3CCCC1OC23,8,0,1,0
66528,CC12C3CCOC1CN23,7,1,1,0
66529,CC12C3COCC1CN23,7,1,1,0
66530,CC12C3COCC1OC23,7,0,2,0
66531,CC12C3OC1CCOC23,7,0,2,0
66532,OC12C3CC1CCCC23,8,0,1,0
66533,OC12C3CC1CCOC23,7,0,2,0
66534,OC12C3CC1COCC23,7,0,2,0
66535,OC12C3CC1OCCC23,7,0,2,0
66536,OC12C3CC1OCOC23,6,0,3,0
66537,OC12C3CCCC1OC23,7,0,2,0
66538,OC12C3COCC1OC23,6,0,3,0
66539,OC12C3NC1CCOC23,6,1,2,0
66540,OC12C3OC1CCOC23,6,0,3,0
66541,CC12C(C#C)C1C1CN21,8,1,0,0
66542,CC12C(C#N)C1C1CN21,7,2,0,0
66543,CC12C3CC3C1C2C#C,9,0,0,0
66544,CC12C3CC3C1C2C#N,8,1,0,0
66545,CC12C3CC3N1C2C#C,8,1,0,0
66546,CC12C3CC3N1C2C#N,7,2,0,0
66547,CC12C(C#C)C1N1CC21,8,1,0,0
66548,CC12C(C#N)C1N1CC21,7,2,0,0
66549,CC12C3NC3C1C2C#C,8,1,0,0
66550,CC12C3NC3C1C2C#N,7,2,0,0
66551,CC12C3OC3C1C2C#C,8,0,1,0
66552,CC12C3OC3C1C2C#N,7,1,1,0
66553,NC12C(C#N)C1N1CC21,6,3,0,0
66554,NC12C3NC3C1C2C#N,6,3,0,0
66555,NC12C3OC3C1C2C#N,6,2,1,0
66556,OC12C3CC3C1C2C#C,8,0,1,0
66557,OC12C3CC3C1C2C#N,7,1,1,0
66558,OC12C(C#C)C1N1CC21,7,1,1,0
66559,OC12C(C#N)C1N1CC21,6,2,1,0
66560,OC12C3NC3C1C2C#C,7,1,1,0
66561,OC12C3NC3C1C2C#N,6,2,1,0
66562,OC12C3OC3C1C2C#C,7,0,2,0
66563,OC12C3OC3C1C2C#N,6,1,2,0
66564,CC12C(C=O)C1C1CN21,7,1,1,0
66565,CC12C3CC3C1C2C=O,8,0,1,0
66566,CC12C3CC3C1N2C=O,7,1,1,0
66567,CC12C3CC3N1C2C=O,7,1,1,0
66568,CC12C(C=O)C1N1CC21,7,1,1,0
66569,CC12C3NC3C1C2C=O,7,1,1,0
66570,CC12C3NC3C1N2C=O,6,2,1,0
66571,CC12C3OC3C1C2C=O,7,0,2,0
66572,CC12C3OC3C1N2C=O,6,1,2,0
66573,OC12C3CC3C1C2C=O,7,0,2,0
66574,OC12C(C=O)C1N1CC21,6,1,2,0
66575,OC12C3NC3C1C2C=O,6,1,2,0
66576,OC12C3OC3C1C2C=O,6,0,3,0
66577,CC12C(CC1=O)C1CN21,7,1,1,0
66578,CC12C(NC1=O)C1CN21,6,2,1,0
66579,CC12C(OC1=N)C1CN21,6,2,1,0
66580,CC12C(OC1=O)C1CN21,6,1,2,0
66581,CC12C3CC3C1CC2=O,8,0,1,0
66582,CC12C3CC3C1NC2=O,7,1,1,0
66583,CC12C3CC3C1OC2=N,7,1,1,0
66584,CC12C3CC3C1OC2=O,7,0,2,0
66585,CC12C3CC3N1CC2=O,7,1,1,0
66586,CC12C3CN3C1CC2=O,7,1,1,0
66587,CC12C3NC3C1CC2=O,7,1,1,0
66588,CC12C3NC3C1NC2=O,6,2,1,0
66589,CC12C3NC3C1OC2=N,6,2,1,0
66590,CC12C3NC3C1OC2=O,6,1,2,0
66591,CC12C3OC3C1CC2=O,7,0,2,0
66592,CC12C3OC3C1NC2=O,6,1,2,0
66593,CC12C3OC3C1OC2=N,6,1,2,0
66594,CC12C3OC3C1OC2=O,6,0,3,0
66595,NC12C3CC3C1OC2=N,6,2,1,0
66596,NC12C3CC3C1OC2=O,6,1,2,0
66597,NC12C3NC3C1NC2=O,5,3,1,0
66598,NC12C3NC3C1OC2=N,5,3,1,0
66599,NC12C3NC3C1OC2=O,5,2,2,0
66600,NC12C3OC3C1NC2=O,5,2,2,0
66601,NC12C3OC3C1OC2=N,5,2,2,0
66602,NC12C3OC3C1OC2=O,5,1,3,0
66603,OC12C3CC3C1CC2=O,7,0,2,0
66604,OC12C3CC3C1NC2=O,6,1,2,0
66605,OC12C3CC3C1OC2=N,6,1,2,0
66606,OC12C3CC3C1OC2=O,6,0,3,0
66607,OC12C3CN3C1CC2=O,6,1,2,0
66608,OC12C3NC3C1CC2=O,6,1,2,0
66609,OC12C3NC3C1NC2=N,5,3,1,0
