,SMILES
4958,CNC(=O)OCc1ccc(Cl)c(Cl)c1
4959,CC(OC(=O)Nc1cccc(Cl)c1)C#C
4960,NC(=O)Nc1ccc(Br)cc1
4961,CCc1ccccc1Br
4962,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1
4963,CC1CCCCC1NC(=O)Nc2ccccc2
4964,COc1cccc(Cl)c1Cl
4965,COc1c(Cl)cccc1Cl
4966,NC(=O)C=Cc1ccccc1[N+]([O-])=O
4967,Cc1ncnc2nc[nH]c12
4968,CCSC(=O)N(CC(C)C)CC(C)C
4969,O=C1CNC(=S)N1c2ccccc2
4970,CCCCCCCCCCN
4971,CCOC(=O)CCc1ccccc1
4972,CNC(=O)Oc1ccc(N(C)C)c(C)c1
4973,CNC(=O)Oc1cc(C)c(SC)c(C)c1
4974,CCCC1CCCC1
4975,CC(O)C(N)=O
4976,CCOC(=O)CCCCCC(=O)OCC
4977,CCOC(=O)CCCCCCC(=O)OCC
4978,Clc1ccc2ccccc2c1Cl
4979,Clc1cccc2cccc(Cl)c12
4980,OC/1=CC(=O)C=CC1=N/Nc2ccccc2
4981,COC(C)C(N)C(O)=O
4982,CC(C)CC(c1ccc(O)cc1)c2ccc(O)cc2
4983,C[C@@H](C[C@@H](C)C([O-])=O)C([O-])=O
4984,N[S](=O)(=O)c1cc2c(CN(C3CCCCC3)C2=O)cc1Cl
4985,Brc1cccc(c1)N=C=S
4986,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
4987,Oc1ccc(C2CCCCC2)c(O)c1
4988,OCC1C(CO)C2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl
4989,OC(=O)c1ccccc1C(=O)c2ccc(Br)cc2
4990,CCNC1=NC(=O)N=C(NC(C)C)N1
4991,[Na+].C[As](O)([O-])=O
4992,O=C1NC2=C(CCC2)C(=O)N1C3CCCCC3
4993,CC(=C)C(=O)Nc1ccc(Cl)c(Cl)c1
4994,CCC(C)OC(=O)Nc1cccc(Cl)c1
4995,CC(C)COc1ccc2ccccc2c1
4996,Clc1ccc2ccc(Cl)cc2c1
4997,CCOC(=O)c1[nH]c(C)cc1C
4998,COc1ccc(cc1C(O)=O)C(O)=O
4999,C[C@H]1CCCC[C@H]1C
5000,C[C@@H](Cl)[C@@H](C)Cl
5001,OC(=O)c1cccc2cccc(c12)[N+]([O-])=O
5002,CCCCC(C)CCC
5003,COc1cccc2ccccc12
5004,CC1(C)[C@@H]2CC[C@@](C)(C2)[C@@H]1O
5005,CCC(CC)([S](=O)(=O)CC)[S](=O)(=O)CC
5006,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1
5007,ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl
5008,O\N=C/1CCCC=C1
5009,Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl
5010,Nc1cccc(c1)C#N
5011,CCCCCCCCC#N
5012,S=C=NCCc1ccccc1
5013,[O-]C(=O)C(Cl)=C(Cl)Cl
5014,FC(F)(F)c1[nH]c2cncnc2n1
5015,OC(=O)CCCCc1ccccc1
5016,Cn1cnc2nc(Cl)nc(Cl)c12
5017,CO[P](=O)(OC)OC(=C\Cl)/c1ccc(Cl)cc1Cl
5018,CCO[P](=S)(OCC)SCC(=O)NC(C)C
5019,CNC(=O)CCSCCS[P](=O)(OC)OC
5020,OC(=O)c1c(O)ccc2ccccc12
5021,CC(C)N(C(C)C)C(=O)SC\C(Cl)=C\Cl
5022,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl
5023,OC(=O)C1CCCCC1C(O)=O
5024,O=C1Nc2nc[nH]c2C=N1
5025,CN1C(=O)N(C)C2=C(N(C)C(=O)N2C)C1=O
5026,CCO[P](=S)(OCC)SCN1C(=O)Oc2cc(Cl)ccc12
5027,CCCCOC(=O)C1(O)c2ccccc2c3ccccc13
5028,CCN(CC)C(=O)CCl
5029,CCCOC(=O)c1ccccc1
5030,OCc1cc(Br)ccc1O
5031,CC(C)C(CC(O)=O)C(O)=O
5032,CCOC(=O)[C@H](Cc1ccccc1)NC(C)=O
5033,Fc1cc(F)c(F)c(F)c1
5034,CCCC(C)(C)CO
5035,OC(=O)\C=C/c1ccc2OCOc2c1
5036,Cc1ccc2cc3ccc4ccccc4c3cc2c1
5037,Cc1ccc2cc3c(ccc4ccccc34)cc2c1
5038,Cc1c2ccccc2c3ccc4cccc5ccc1c3c45
5039,S=C1Nc2ccccc2O1
5040,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl
5041,Clc1cccc(c1)N=C=S
5042,C#CCCCCCC#C
5043,OC(=O)C1=C[NH++]([O-])[CH-]C=C1
5044,CCCCO[P](=O)(CC)OCCCC
5045,CCCCO[P](C)(=O)OCCCC
5046,Oc1ccccc1Oc2ccccc2
5047,CCC(O)CN(CC(O)CC)CC(O)CC
5048,Cc1c2ccccc2cc3ccc4ccccc4c13
5049,ClC(Cl)C(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O
5050,CCCCOCC1CO1
5051,Cc1cc(Cl)c(O)c(Cl)c1
5052,Cc1ncc2nccnc2n1
5053,Cc1ncnc2nccnc12
5054,Cc1ccc2nc3SC(=O)Sc3nc2c1
5055,CCCCCCCCCCCCN=C(N)N.CC(O)=O
5056,COc1ccccc1C(N)=O
5057,OC(=O)CN(C[P](O)(O)=O)C[P](O)(O)=O
5058,Nc1ccc(CC(=O)c2ccccc2)cc1
5059,Clc1ccc(Oc2ccc(Cl)cc2)cc1
5060,O.CC(C)(O)C1CCC(C)(O)CC1
5061,Nc1ccc(N)c2C(=O)c3c(N)ccc(N)c3C(=O)c12
5062,CC(=O)Oc1c(cc(c(C)c1C(C)(C)C)[N+]([O-])=O)[N+]([O-])=O
5063,OC(=O)CNC=O
5064,Oc1ccc(cc1)C(=O)Cc2ccccc2
5065,CCO[P](=S)(OCC)SCC[S](=O)(=O)CC
5066,Cc1c2ccccc2cc3c1cc(F)c4ccccc34
5067,Cc1cccc2ccc3cc4ccccc4cc3c12
5068,OC(=O)c1cc(Cl)ccc1[N+]([O-])=O
5069,CCCCO[P](=O)(OCCCC)Oc1ccccc1
5070,COC(=O)C1(O)c2ccccc2c3ccc(Cl)cc13
5071,CO[P](=S)(OC)SCC(=O)N(C)C=O
5072,Cc1c2ccccc2cc3c4ccccc4cc(F)c13
5073,Cc1c2ccccc2cc3c4ccccc4ccc13
5074,OC(=O)CCCCCCCC=O
5075,ClC(Cl)C(=O)Nc1ccccc1
5076,CCC1OCCO1
5077,N\C(NO)=C(/N)N=O
5078,Cc1cc(O)ccc1[N+]([O-])=O
5079,[O-][N+](=O)c1ccc(cc1)N=Nc2ccc(Nc3ccccc3)cc2
5080,NC(N)=Nc1sc2ccccc2n1
5081,OC(=O)CCC=CC(O)=O
5082,CCO[P](=S)(OCC)SC[S](=O)CC
5083,CCO[P](=S)(OCC)SC[S](=O)(=O)CC
5084,CCOc1snc(n1)C(Cl)(Cl)Cl
5085,CCOC(=O)N(C)C(=O)CS[P](=S)(OCC)OCC
5086,CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1
5087,C[Hg]C#N
5088,Cc1nc(C)c(cc1C(O)=O)C(O)=O
5089,[Na+].[Na+].[Na+].[O-][S](=O)(=O)c1cc2C=CC(=O)\C(=N/Nc3ccc(c4ccccc34)[S]([O-])(=O)=O)c2c(c1)[S]([O-])(=O)=O
5090,CC(=O)Nc1ccc(OC(C)=O)cc1
5091,CN1C(=O)N(C)c2nc(C)c(C)nc2C1=O
5092,CCCC(=O)Oc1ccc(cc1)[N+]([O-])=O
5093,Oc1ccc2ccccc2c1N=O
5094,C[C@@](CCC([O-])=O)(N=N[C@](C)(CCC([O-])=O)C#N)C#N
5095,CCO[P](=S)(OCC)SCN1N=Nc2ccccc2C1=O
5096,Nc1cc2c3ccccc3ccc2c4ccccc14
5097,CNC(=O)Oc1cc(cc(c1)C(C)(C)C)C(C)(C)C
5098,COc1cc(Cl)c(OC)cc1Cl
5099,CNCCC(O)=O
5100,Clc1ccccc1Oc2ccccc2
5101,CCCCO[P](=O)(OCC)OCC
5102,CCOC(=O)[C@@H](N)CC(C)C
5103,OC(=O)C(CSSCC(NC(=O)Cc1ccccc1)C(O)=O)NC(=O)Cc2ccccc2
5104,C1C[n+]2ccccc2c3cccc[n+]13
5105,COc1cc(Cl)c(Cl)cc1OC
5106,COC1=COC(=CC1=O)CS[P](=O)(OC)OC
5107,CC(O)([P](O)(O)=O)[P](O)(O)=O
5108,C[C@H]1C[NH2+][C@H](C)C[NH2+]1
5109,CC(=O)C=CC(O)=O
5110,OC(=O)CCCCCCCCCCBr
5111,CCC(N)C(O)=O
5112,FC(Cl)C(F)(F)F
5113,COc1cccc(Cl)c1
5114,CCO[P](=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl
5115,O=C1CCCC1C#N
5116,CCSC(=O)N(CC)CC
5117,C=CCO[P](=O)(OCC=C)c1ccccc1
5118,CCCCO[P](=O)(CCCC)CCCC
5119,CC1=C(Cl)C(=O)C(=C(C)N1)Cl
5120,Oc1ccc(C=O)cc1Br
5121,Clc1ccc(cc1)c2cccc(Cl)c2
5122,OC(=O)COc1cccc(Cl)c1Cl
5123,CCOC(=O)C(C)OC(C)=O
5124,Nc1ccc(SC#N)cc1
5125,Nc1nc2nc[nH]c2c(n1)C(F)(F)F
5126,CCN(CC)c1nc(NC(C)C)nc(OC)n1
5127,CNc1nc(Cl)nc(NC(C)C)n1
5128,Oc1ccc(C=O)cc1[N+]([O-])=O
5129,CC(Br)CCl
5130,CNc1nc(NC(C)C)nc(OC)n1
5131,NC1=C(Br)C(=O)N(N=C1)c2ccccc2
5132,CN[C@@H](CC(C)C)C(O)=O
5133,CC(C)C(NC(C)=O)C(O)=O
5134,C=CCCCC=C
5135,CC1CCCC(C)(C)C1
5136,OC(=O)CNCCC#N
5137,CC[C@@H](C)[C@H](N)C(O)=O
5138,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccccc3
5139,CC(C)(C)CCCO
5140,NC(=O)C[C@H](NC(N)=O)C(O)=O
5141,CN(C)C(=O)N(c1ccc(Cl)c(Cl)c1)C(=O)c2ccccc2
5142,NC(=O)NCl
5143,CC(C)C[C@H](N)C(=O)NCC(=O)NCC(O)=O
5144,OCC(O)C(O)C(O)C(O)C(O)C=O
5145,OC(=O)C1=C/C(C=CC1=O)=N/Nc2ccccc2
5146,COc1ccc(cc1)C(=O)CCC(O)=O
5147,CCC(NC=NN)C(O)=O
5148,OC1=CC=C(Br)C=CC1=O
5149,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br
5150,CC(C)COC(=O)C(C)(C)O
5151,Oc1ccccc1C(=O)N2CCOCC2
5152,[O-][N+](=O)c1cccc(Cl)c1Cl
5153,BrCC(CBr)(CBr)CBr
5154,CCCO[P](=S)(OCCC)O[P](=S)(OCCC)OCCC
5155,Cc1ccnc2c1ccc3c(C)ccnc23
5156,CCC(=O)OOC(=O)CC
5157,CC(Oc1ccc(Cl)cc1)C(O)=O
5158,CN(C)C(N)=N
5159,OC(=O)C1=CCCc2ccccc12
5160,OCC(O)C(O)C(O)C(O)C(O)CO
5161,O/N=C/1CCCC=C1
5162,C=CCCN=C=S
5163,N[C@@H](Cc1cc(Cl)c(O)c(Cl)c1)C(O)=O
5164,Nc1nc(N)nc(Cl)n1
5165,CCC(=O)NCCNC(=O)CC
5166,Clc1ccc(cc1)C(=C(Cl)Cl)c2ccccc2Cl
5167,CN1C(=O)N(C)c2n[se]nc2C1=O
5168,OC(=O)c1occ(Br)c1
5169,CC1CCCCN1CCCOC(=O)c2ccc(Cl)c(Cl)c2
5170,Clc1c(Cl)c(Cl)c2nccnc2c1Cl
5171,CC(C)CCC(C)(C)C
5172,CCOC(=O)N(CC)CC
5173,Oc1cc(O)c(c(O)c1)C(=O)c2ccccc2
5174,OC[C@H]1OC2(COC3(CO2)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]1O
5175,CC(C)Cc1sc(N[S](=O)(=O)c2ccc(N)cc2)nn1
5176,CN(Cc1cc(Br)cc(Br)c1N)C2CCCCC2
5177,OCCN(Cc1ccc(Oc2ccc(cc2)[N+]([O-])=O)cc1)C(=O)C(Cl)Cl
5178,CCCCCCCCCC(C(O)=O)C(O)=O
5179,FC(F)(F)c1[nH]c2ccc(Cl)c(Cl)c2n1
5180,CCC1(C(=O)NC(=O)NC1=O)C2=CC3CCC(C3)C2
5181,C[C@H](CC(O)=O)C(O)=O
5182,NC(C(O)C(O)C(O)CO)C(O)=O
5183,C(Cc1ccccc1)NCc2ccccc2
5184,CCc1ccc(NC(C)=O)cc1
5185,OCCCCCCCCCCC([O-])=O
5186,COc1cc(OC)c2C(=O)C3(Oc2c1)C(C)CC(=O)C=C3OC
5187,CCOC(C)C(=O)C=O
5188,Clc1ccc(cc1)C(C(=O)C2C(=O)c3ccccc3C2=O)c4ccccc4
5189,Cc1cc2ccccc2c3ccc4ccccc4c13
5190,Cc1c(C)c2c3ccccc3ccc2c4ccccc14
5191,CCc1c2ccccc2cc3c1ccc4ccccc34
5192,N[S](=O)(=O)c1cccc(c1)[S](N)(=O)=O
5193,Cc1cc(C)c[n+]([O-])c1
5194,NCc1ccccn1
5195,NCc1ccncc1
5196,CCO[P](=O)(OCC)SCC(=O)NC(C)(C)C#N
5197,CCO[P](=S)(OCC)Oc1ccc(N)cc1
5198,Clc1cc(Cl)nc(n1)c2ccccc2
5199,CCCCCC1CCCC1
5200,Cc1cc(ccc1N=Nc2ccccc2)N(CCO)CCO
5201,COc1cc(N[S](=O)(=O)c2ccc(N)cc2)nc(C)n1
5202,OC(=O)CN1C(=O)Sc2cccc(Cl)c12
5203,NNC(=O)CC(=O)NN
5204,C[C@H]([NH3+])C(C)(C)C
5205,NNC(=O)C(O)C(O)C(O)C(O)CO
5206,[nH]1c2ccccc2nc1c3occc3
5207,Brc1ccc2Nc3ccccc3Sc2c1
5208,Ic1ccc2Nc3ccccc3Sc2c1
5209,ClCC[S](=O)(=O)CC[S](=O)(=O)CCCl
5210,OC(=O)CN(CC(O)=O)Cc1cc2C(=O)c3ccccc3C(=O)c2c(O)c1O
5211,COC(=O)c1ccc(O)c(Cl)c1
5212,CCC(O)C(C)(C)C
5213,OC(=O)C[C@@H](Cl)C(O)=O
5214,CCCCCCC(C(O)=O)C(O)=O
5215,OC(=O)COc1c(Cl)ccc(Cl)c1Cl
5216,COCC(=O)c1ccccc1
5217,[Cl-].Cl/C=C/C[N+]12CN3CN(CN(C3)C1)C2
5218,C\C=C/CO
5219,[O-][N+](=O)C(CCl)([N+]([O-])=O)[N+]([O-])=O
5220,CCC(CC)(C(O)=O)C(CC)(CC)C(O)=O
5221,CCCCOCCC(=O)OC
5222,CCSc1nc(NC(C)C)nc(NC(C)C)n1
5223,CC(C)C(=O)Oc1ccc(cc1)[N+]([O-])=O
5224,CCCCOC(=O)CCOC
5225,[O-][N+](=O)c1cc2cccnc2c3ncccc13
5226,CCC1=CNC(=O)NC1=O
5227,CNC(CC(O)=O)C(O)=O
5228,OC(=O)c1ccccc1CC(=O)c2ccccc2C(O)=O
5229,OC(=O)c1ccc(c(c1)C(O)=O)[N+]([O-])=O
5230,Clc1ccc(cc1)N=Nc2ccccc2
5231,[O-][N+](=O)c1oc(cc1)\C=N\N2CCCOC2=O
5232,O=C1Cc2c(O1)ccc3ccccc23
5233,CC[C@@H]1[C@@H](O)N2[C@H]3C[C@@H]1C4C(O)[C@@]5(C[C@H]24)[C@H]3N(C)c6ccccc56
5234,CCCCCCCCCCC(C(O)=O)C(O)=O
5235,Cc1ccc(O)c(CO)c1
5236,CCOC(=O)c1[nH]c(C=O)c(CC)c1C
5237,OC(=O)c1cccnc1Nc2cccc(c2)C(F)(F)F
5238,CC(=O)CC1CCCCN1
5239,CC\C(NO)=C(\CC)N=O
5240,O=[P](N1CCOCC1)(N2CCOCC2)N3CCOCC3
5241,Cc1cnc(N[S](=O)(=O)c2ccc(N)cc2)nc1C
5242,CC1CCC(C)(C)C1
5243,CC1NC(=O)CNC1=O
5244,CN(C=C)N=O
5245,O=C1NC=NC=C1
5246,OC1=C(Br)C=CC=CC1=O
5247,CC(=O)C1(C)CO1
5248,CCSC(=S)NCC(O)=O
5249,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
5250,CCN(CC)C(=O)OC
5251,OC(=O)CCC(=O)c1cccc2ccccc12
5252,CC1(C)[C@@H]2CC[C@@](C)(C2)C1=O
5253,N[P](N)(=O)c1ccccc1
5254,NCCCNc1ccccc1
5255,CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)[S](C)(=O)=O)[N+]([O-])=O
5256,OC(=O)c1ccccc1C(=O)Nc2ccccc2
5257,[I-].CCN1C=CC(=CC=Cc2cc[n+](CC)c3ccccc23)c4ccccc14
5258,[O-]C(=O)c1cccc(Cl)c1[N+]([O-])=O
5259,CCOC[C@H](N)C(O)=O
5260,OC(=O)CCSSCCC(O)=O
5261,C/C=C/C#N
5262,CCCC(O)C=C
5263,CC(C)C(O)C=C
5264,CCC(O)\C=C\C
5265,OC(=O)C(=O)C(c1ccccc1)c2ccccc2
5266,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1
5267,O=[P](Oc1ccccc1)(N2CCOCC2)N3CCOCC3
5268,CCCCOC(=O)CCO
5269,OC(=O)CC(SC(CC(O)=O)C(O)=O)C(O)=O
5270,Cc1cccc(O)c1[N+]([O-])=O
5271,ClCC(=O)NC(=O)CCl
5272,C1CCC(CC1)N(Sc2sc3ccccc3n2)C4CCCCC4
5273,COc1cc(C([O-])=O)c(cc1OC)[N+]([O-])=O
5274,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1
5275,O=[S](=O)(N1CCCCC1)c2ccccc2
5276,CCN(CC)C(C#N)c1ccccc1
5277,[O-][N+](=O)Cc1ccc2ccccc2n1
5278,CCO[P](=S)(OCC)N1C(=O)c2ccccc2C1=O
5279,OC(=O)C(S)CCC(S)C(O)=O
5280,CCSC(=S)N[C@@H](CC(O)=O)C(O)=O
5281,ClCC[S](=O)(=O)CCOCC[S](=O)(=O)CCCl
5282,COc1cc(ccc1C(O)=O)C(O)=O
5283,CC(=O)Nc1ccc(Cl)cc1C
5284,CCCCC1=C(C)NC(=NC1=O)N(C)C
5285,CN1C2CCC1CC(C2)OC(=O)C(CO[S](O)(=O)=O)c3ccccc3
5286,OC(=O)CC1CCCCC1
5287,CCCCCCCCCCCCCCCCNC(=O)C(C)O
5288,CCCCCNC(=O)C(C)O
5289,OCC(O)C1OC(Oc2ccccc2)C(O)C(O)C1O
5290,O[P](O)(=O)c1cccc(c1)[N+]([O-])=O
5291,CCCCCCCCCCOC(=O)c1cccnc1
5292,CC(C)CC(NC=O)C(O)=O
5293,C[S](=O)(=O)N[S](C)(=O)=O
5294,CCCOC(=O)CCOC
5295,COC(OC)\C=C/C(OC)OC
5296,CN1CCC=C1C
5297,NN[P](=S)(NN)c1ccccc1
5298,Cc1cc(C)cc(OCC(O)=O)c1
5299,Clc1ccc2oc3ccc(Cl)cc3c2c1
5300,CCCCCCNC(=O)C(C)O
5301,CCCCOC(=O)C(C)OC(C)=O
5302,CCc1nc2N(C)C(=O)N(C)C(=O)c2n1C
5303,NC(N)=NC(N)=Nc1ccc2ccccc2c1
5304,OC(=O)CC1NC(=O)NC1=O
5305,Cc1ccc(cc1O)[N+]([O-])=O
5306,NC(=O)SCC(=O)Nc1ccccc1
5307,CCOC(=O)C(CC(O)=O)=C(c1ccccc1)c2ccccc2
5308,Cn1cnc2nc(Cl)nc(NN)c12
5309,CCOC(=O)C1=C(C)OC(=C(C(=O)OCC)C1=O)C
5310,Nc1cc(ccc1I)[N+]([O-])=O
5311,OC(=O)CCC(N(CCC#N)CCC#N)C(O)=O
5312,CSCCC(N(CCC#N)CCC#N)C(O)=O
5313,CCCCCCCCOC(=O)C(C)O
5314,O=C1COc2ccccc2N1
5315,CCC\C(=C/C(O)=O)C(O)=O
5316,CCOC(=O)N1CCN(CC1)C(=O)OCC
5317,CC[C@@H](C)c1cccc([C@@H](C)CC)c1O
5318,[O-][N+](=O)c1ccc2ccc3cccc4ccc1c2c34
5319,CCN(/N=C/c1oc(cc1)[N+]([O-])=O)C(N)=O
5320,OC(=O)CCCCCc1ccccc1
5321,CCCCC(C)(O)CC
5322,CC1=C(CCC1(C)C)C(O)=O
5323,CO[P](=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl
5324,CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C
5325,CCOC1CC1
5326,Cn1cnc2N(C)C(=O)N(CC([O-])=O)C(=O)c12
5327,C[C@@H]1NC(=O)[C@@H](C)NC1=O
5328,O=C1CCC(N1)C(=O)Nc2ccccc2
5329,Oc1ccc(Sc2ccccc2)cc1
5330,CCOCOCOCC
5331,O=C1OCc2ccc3ccccc3c12
5332,OC(=O)CNC(=O)c1occc1
5333,Nc1ccc(cc1)[S](=O)(=O)Nc2sc(cn2)C(O)=O
5334,CCC(CC)(CC(O)=O)C(O)=O
5335,OC(C(O)c1ccccc1)C(O)=O
5336,CC=C(Cc1ccccc1)C(O)=O
5337,OC(=O)c1ccc(NC(=O)c2cccnc2)cc1
5338,CCOC(OCC)C(C)=O
5339,O=C1CCCCCNC(=O)CCCCCNC(=O)CCCCCNC(=O)CCCCCN1
5340,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2
5341,OC1=C(C2CCCc3ccccc23)C(=O)c4ccccc4O1
5342,CC(=O)OCCS
5343,CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C
5344,CO[P](=S)(OC)SS[P](=S)(OC)OC
5345,NC(=O)NN=C[C@H](O)[C@@H](O)[C@H](O)CO
5346,OC(=O)CC[P](O)(O)=O
5347,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
5348,CCN(CC)CCSCCN(CC)CC
5349,CC(=O)CC(CC(O)=O)c1ccccc1
5350,CCN(c1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
5351,Nc1ccc(cc1)C#Cc2ccc(N)cc2
5352,OC(=O)c1ccccc1C(=O)c2ccccc2O
5353,[O-][N+](=O)C(COC(=O)c1ccccc1C(=O)OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O
5354,CCC(O)C(Cl)(Cl)Cl
5355,CC(C)CC1OCCO1
5356,O=C1CCCCCCCCN1
5357,CNCl
5358,OC(=O)C(S)CS
5359,O/N=C/c1oc(cc1)[N+]([O-])=O
5360,O=C1CCCCCN1C(=O)c2ccccc2
5361,O=C1C=CC(C=C1)=NNc2ccc(N=Nc3ccccc3)c4ccccc24
5362,CC1(C)C2CCC1(C)C(N)(C2)C(O)=O
5363,[Br-].CC[NH2+]CC
5364,Cc1ccc(cc1N)[S](N)(=O)=O
5365,CCCCCCCCNC(=O)C(C)O
5366,CCCCCCCCCCNC(=O)C(C)O
5367,CC(O)C(=O)OC(C)C(=O)OCC=C
5368,CNCC(O)C(O)C(O)C(O)CO
5369,COC(=O)C(C)OC(C)=O
5370,OC(=O)CN(CCC#N)CCC#N
5371,COc1cc2nccnc2c(N)c1OC
5372,CN(C(N)=O)c1ccc(C)cc1
5373,CC(C)CC(C)CO
5374,NC(=O)c1ccc(cc1)[S](N)(=O)=O
5375,CC1=CN(Cc2ccccc2)C(=O)NC1=O
5376,Cc1[nH]cnc1[S](O)(=O)=O
5377,Cc1ccc2NC(=O)C(=O)Nc2c1
5378,OC(=O)c1ccc(Br)c(c1)[N+]([O-])=O
5379,CN1c2ccccc2C(O)(c3ccccc3)c4ccccc14
5380,CC1(CCCC=C1C(O)=O)C(O)=O
5381,OC(=O)CC(N(CCC#N)CCC#N)C(O)=O
5382,CN(C)C(=O)c1ccccc1C(=O)N(C)C
5383,COc1cc(CC=C)ccc1OCC([O-])=O
5384,C\C=C/C(=O)O[C@@H]1C[C@H]2O[C@@H]3C=C(C)C(=O)C[C@]3(C)[C@]1(C)[C@@]24CO4
5385,CCCCCOC(=O)C(C)O
5386,OCc1cc(Cl)ccc1OCC(O)=O
5387,CNC(=O)Oc1cc(C)c(N(CC=C)CC=C)c(C)c1
5388,Clc1cccc(Oc2ccccc2)c1
5389,CC(=C)[C@@H]1CC=C(C)C(=O)C1
5390,Oc1ccc(cc1C(=O)Nc2ccc(Cl)cc2)[N+]([O-])=O
5391,Oc1c(cccc1[N+]([O-])=O)C(=O)Nc2ccc(Cl)cc2
5392,CC(C)C(Br)C(=O)NC(C)C(O)=O
5393,Cn1cnc2N(C)C(=O)N(CCCCC(C)=O)C(=O)c12
5394,CCCCCOC(=O)c1ccc(O)cc1
5395,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C
5396,O=CCc1ccc2OCOc2c1
5397,OC(=O)C1CC(=O)c2ccccc2C1
5398,CCNc1nc(Cl)nc(NCC(=O)OCC)n1
5399,NC(CO)C(=O)NC(CO)C(O)=O
5400,ONC1=C(CCC1)N=O
5401,CC1CCC(=O)N1c2ccccc2
5402,COC(=O)c1c(cccc1[N+]([O-])=O)C(O)=O
5403,CC(C)OC(=O)c1cccc(c1C([O-])=O)[N+]([O-])=O
5404,CC(C)OC(=O)c1c(cccc1[N+]([O-])=O)C([O-])=O
5405,CC(C)(C)OC(=O)c1cccc(c1C([O-])=O)[N+]([O-])=O
5406,CC(C)CCOC(=O)c1cccc(c1C([O-])=O)[N+]([O-])=O
5407,Cc1cc(C)c(c(C)c1)[PH](O)=O
5408,CCC(C)OC
5409,OCC(CO)OCC=C
5410,CN(C(/N)=N/[N+]([O-])=O)[N+]([O-])=O
5411,CCC(C)OC(=O)c1cccc(c1C([O-])=O)[N+]([O-])=O
5412,C[C@H]1CCCC[C@@H]1C
5413,N[C@@H](CO)C(O)=O
5414,NC(CCC(O)=O)C(O)=O
5415,Clc1ccc(Oc2ccccc2Cl)cc1
5416,CC(=O)NC(NC(C)=O)c1ccccc1
5417,CNC(=O)\C=C(/C)O[P](=O)(OC)OC
5418,COc1c(Cl)c(Cl)cc(Cl)c1Cl
5419,NC(=O)N\N=C\C(O)C(O)C(O)C(O)CO
5420,CCCCOC(=O)c1cccnc1
5421,OCCCOC(=O)c1ccccc1
5422,CNC(=O)Oc1ccccc1C2OCCO2
5423,Clc1ccc(Oc2ccccc2)cc1
5424,CC(C)c1ccccc1Br
5425,CCCC[P](=O)(CCCC)OCC
5426,Cc1cc(O)c(cc1Cl)[N+]([O-])=O
5427,COc1cc(cc(Cl)n1)C(Cl)(Cl)Cl
5428,CCOc1ccc(cc1)N(C(C)=O)C(C)=O
5429,CCCCO[P](=O)(OCC)OCCCC
5430,CCCCO[P](=O)(OC)OCCCC
5431,OC(=O)c1cccc2ncccc12
5432,COC(=O)c1cc(Cl)cc(N)c1Cl
5433,CCC(C)(O)C(C)(C)C
5434,CN(C)C(=O)CCC(=O)N(C)C
