,selfies,Solubility
5982,[Cl][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][Branch1][C][Cl][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][=Branch2][Cl],-7.95
5983,[Cl][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][C][=C][Branch1][C][Cl][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][=Branch2][Cl],-7.6505
5984,[Cl][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Ring1][=Branch2][Cl],-8.48
5985,[Cl][C][=C][C][=C][Branch1][C][Cl][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][=Branch2][=C][Ring1][S][Cl],-8.27
5986,[Cl][C][=C][C][Branch1][C][Cl][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Ring1][=Branch2][Cl],-8.2696
5987,[Cl][C][=C][C][=C][Branch1][Branch2][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][#Branch2][Cl],-8.9706
5988,[Cl][C][=C][C][Branch1][C][Cl][=C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][=Branch2][C][Branch1][C][Cl][=C][Ring1][P][Cl],-9.1
5989,[Cl][C][=C][C][Branch1][C][Cl][=C][Branch1][Branch2][C][Branch1][C][Cl][=C][Ring1][Branch2][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][#Branch2][Cl],-9.48
5990,[Cl][C][=C][C][=Branch1][#Branch2][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Cl][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][#Branch2][Cl],-9.6997
5991,[Cl][C][=C][C][Branch1][C][Cl][=C][Branch1][Branch2][C][Branch1][C][Cl][=C][Ring1][Branch2][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Ring1][=Branch2][Cl],-8.4901
5992,[Br][C][=C][C][=C][Branch1][C][Br][C][Branch1][Ring1][C][=O][=C][Ring1][=Branch2],-3.8003
5993,[O][SH0][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][Cl][SH0][Branch1][C][O][=Branch1][C][=O][=O],0.6765
5994,[C][C][Branch1][C][C][Branch1][C][C][C][Branch1][C][Br][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-4.9455
5995,[Cl][C][=C][C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][Cl][C][=C][NH1][C][=C][Ring1][Branch1][C][#N],-4.6937
5996,[N][#C][C][=Branch1][O][=N][\O][C][C][O][C][C][O][Ring1][Branch1][/C][=C][C][=C][C][=C][Ring1][=Branch1],-4.0649
5997,[C][C][Branch1][C][C][Branch1][C][C][C][Branch1][C][O][C][Branch1][=C][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][N][C][=N][C][=N][Ring1][Branch1],-4.5619
5998,[C][C][O][C][=Branch1][C][=O][C@H1][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][Branch1][C][O][=O],-1.3609
5999,[C][C][O][PH0][=Branch1][C][=O][Branch2][Ring1][=Branch2][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=Ring1][=Branch2][O][C][C],-4.0017
6000,[C][C][N][C][C][=Branch1][C][=O][N][=C][Ring1][=Branch1][N],-0.165
6001,[O][C][=Branch1][C][=O][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Cl],-4.5051
6002,[O][SH0][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][Cl][Branch1][=Branch2][SH0][Branch1][C][O][=Branch1][C][=O][=O][SH0][Branch1][C][O][=Branch1][C][=O][=O],0.5366
6003,[C][C][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][N][C][=Branch1][C][=O][C][Cl],-0.4628
6004,[C][S][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Branch1][C][C][=O],-2.6404
6005,[C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][SH0][Branch1][C][C][=O],-1.7824
6006,[C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][SH0][Branch1][C][C][=Branch1][C][=O][=O],-3.3936
6007,[C][C][Branch1][O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][Branch1][C][O][=O],-2.2232
6008,[C][C][Branch2][Ring1][S][O][C][=C][C][=C][Branch2][Ring1][Ring1][O][C][=C][N][=C][C][=C][Branch1][C][Cl][C][=C][C][Ring1][#Branch1][=N][Ring1][O][C][=C][Ring2][Ring1][C][C][Branch1][C][O][=O],-6.0604
6009,[Cl][C][=C][C][=C][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][=Branch2][=C][Ring1][#C][Cl],-7.4052
6010,[NH4+1].[C][PH0][Branch1][C][O][=Branch1][C][=O][C][C][C][Branch1][C][N][C][Branch1][C][O-1][=O],0.8397
6011,[C][C][Branch1][C][C][C][C@H1][Branch1][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C][C][Branch1][C][O][=O],-0.8953
6012,[C][C][O][C][=Branch1][C][=O][N][Branch1][C][C][C][C],-0.4189
6013,[C][C][C][S][PH0][=Branch1][C][=O][Branch1][Ring2][O][C][C][O][C][C][=N][N][Branch1][Ring2][C][=Ring1][Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],-4.0388
6014,[C][C][O][C][Branch1][#Branch1][C][C][Branch1][C][C][O][O][C][C],0.0909
6015,[N][N][=C][N][=C][N][C][=N][C][=C][N][=C][Ring1][#Branch2][Ring1][=Branch1],-1.8632
6016,[C][O][C][C][=Branch1][C][=O][N][Branch1][=Branch2][N][C][C][O][C][Ring1][Branch1][=O][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1][C],-1.913
6017,[C][C][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1],-2.5221
6018,[C][C][C][Branch2][Ring1][Branch2][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][Branch1][Branch2][C][C][Branch1][C][O][C][O][C][Ring1][=N][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.7872
6019,[C][C@H1][C][Branch2][Ring1][=Branch1][S][C][=Branch1][C][=O][N][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],-5.8487
6020,[C][O][C][=Branch1][C][=O][C][S][C][=C][C][=Ring1][Branch1][SH0][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][=N][C][Branch1][C][C][=N][C][Branch1][Ring1][O][C][=N][Ring1][=Branch2],-2.2379
6021,[C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][Branch1][Ring1][C][C][C][C],-1.0876
6022,[C][C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][O][C@H1][C][C@@H1][Branch1][C][C][C][=C][C][=C][C@H1][Branch1][C][C][C@H1][Branch1][P][C][C][C@@H1][C][C@@H1][Branch1][C][O][C][C][=Branch1][C][=O][O][Ring1][Branch2][C@@H1][Ring2][Ring1][=Branch1][Ring1][P],-7.1447
6023,[C][C][C][C][C][Branch1][C][O][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl],-4.2668
6024,[C][C][Branch1][C][C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][Branch1][=Branch1][C][Branch1][C][C][C][=C][Ring1][S][N][C][=Branch1][C][=S][N][C][Branch1][C][C][Branch1][C][C][C],-6.8068
6025,[C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][O][C][C][=C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N],-8.5758
6026,[C][C][C][=C][N][=C][Branch2][Ring1][Branch1][C][=N][C][Branch1][C][C][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Ring1][#Branch2][C][=Branch1][Ring2][=C][Ring1][S][C][Branch1][C][O][=O],-2.3153
6027,[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=N][C][Branch1][C][C][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Ring1][#Branch2],-2.4599
6028,[C][C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1],-3.0081
6029,[C][C][C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1],-3.1398
6030,[C][C][C][C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1],-3.0765
6031,[C][C][C][C][C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1],-3.0266
6032,[C][C][C][C][C][C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1],-3.2078
6033,[C][C][Branch1][C][C][C][O][N][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][Ring1][=C][=O],-2.3383
6034,[C][O][C][=N][C][Branch1][C][C][=N][C][Branch2][Ring1][#Branch2][N][C][=Branch1][C][=O][N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Cl][=N][Ring2][Ring1][Branch2],-4.0989
6035,[O][N][=C][C][=C][C][=Branch1][Ring1][=N][O][C][=N][C][=C][C][=C][Ring1][N][Ring1][=Branch1],-3.7998
6036,[C][C][Branch1][C][C][Branch1][C][C][C@H1][Branch1][C][O][C@H1][Branch1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][C][=N][C][=N][Ring1][Branch1],-3.9524
6037,[O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1],-5.5299
6038,[C][C][C][Branch1][C][C][Branch1][Ring1][C][C][C][C][=C][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][=C][Branch1][Ring1][O][C][C][=C][C][=C][Ring1][Branch2][O][C][O][N][=Ring2][Ring1][C],-5.3694
6039,[C][C][O][C][Branch1][C][C][C][C][O],-0.3736
6040,[C][N][N][=C][Branch1][C][C][C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][C][=C][Ring1][Branch2][Cl][=C][Ring1][P][O][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],-6.5209
6041,[C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][SH0][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][=N][C][Branch1][Ring1][O][C][=C][C][Branch1][Ring1][O][C][=N][Ring1][#Branch2],-3.534
6042,[C][C][O][C][=Branch1][C][=O][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][N][Branch1][C][C][C][=Branch1][C][=O][O][\N][=C][Branch1][C][\C][S][C],-4.3005
6043,[O][C][=Branch1][C][=O][C][Branch1][C][I][=C][Branch1][C][Br][I],-1.2891
6044,[C][C][Branch1][C][C][Branch1][C][C][C@H1][Branch1][C][O][\C][=Branch1][=N][=C][/C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][C][=N][C][=N][Ring1][Branch1],-4.5403
6045,[C][C][Branch1][C][C][Branch1][C][C][C][Branch1][C][O][\C][=Branch1][=N][=C][/C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][C][=N][C][=N][Ring1][Branch1],-4.5403
6046,[C][C][Branch1][C][C][Branch1][C][C][C][Branch1][C][O][\C][=Branch1][=C][=C][/C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][N][C][=N][C][=N][Ring1][Branch1],-4.9115
6047,[C][C][C][C][=Branch1][C][=O][N][Branch1][=N][C][S][PH0][=Branch1][C][=S][Branch1][Ring1][O][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl],-5.204
6048,[O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][O][C][=C][C][=C][N][=C][Ring1][#Branch2][Ring1][=Branch1][N+1][Branch1][C][O-1][=O],-3.1656
6049,[C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][O][C][=Branch1][C][=O][N][Branch1][Branch1][C][Ring1][#Branch1][=O][C][=C][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Ring1][Branch2],-5.2203
6050,[N][C][=N][C][=C][N][=C][N][Branch1][=Branch1][C][O][C][C][O][C][Ring1][#Branch2][=N][Ring1][=C],-1.0775
6051,[C][C][Branch1][P][O][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][C][=C][Ring1][Branch2][Cl][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1],-7.0057
6052,[C][C][C][C][C][S][SH0][=Branch1][C][=O][C][C][C][C][C],-3.1711
6053,[C][O][C][C][C][C][C][=O],0.4574
6054,[C][C][C][=Branch1][C][=O][O][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl],-3.0665
6055,[C][C][N][Branch1][#Branch2][C][Branch1][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][S][C][C][=C][C][=C][C][=C][Ring1][=Branch1],-4.7337
6056,[Cl][C][=C][C][=C][Branch2][Ring1][O][C][S][C][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][C][=C][Ring2][Ring1][Branch2],-5.3842
6057,[C][C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][N][Branch1][Branch2][C][O][C][Branch1][C][C][C][C][=Branch1][C][=O][C][Cl],-3.1882
6058,[C][C][O][C][=C][C][=C][Branch1][N][N][C][=Branch1][C][=O][O][C][Branch1][C][C][C][C][=C][Ring1][=N][O][C][C],-4.0022
6059,[C][C][C][=C][C][=C][C][Branch1][Ring1][C][C][=C][Ring1][Branch2][N][Branch1][#Branch1][C][O][C][\C][=C][/C][C][=Branch1][C][=O][C][Cl],-4.0287
6060,[C][O][C][C][Branch1][C][C][N][Branch1][#Branch1][C][=Branch1][C][=O][C][Cl][C][=C][Branch1][C][C][S][C][=C][Ring1][=Branch1][C],-2.3614
6061,[C][C][Branch2][Ring1][=Branch2][O][C][=C][C][=C][Branch1][=C][O][C][=N][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][C][=C][Ring1][#C][C][=Branch1][C][=O][N][C][C][C][O][Ring1][Branch1],-4.5922
6062,[C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][Branch1][Ring2][O][Ring1][=Branch1][C][Branch1][Ring2][C][Ring1][Branch2][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],-3.6391
6063,[O][C][=Branch1][C][=O][C][Branch1][C][Br][=C][Branch1][C][Cl][Br],-1.0071
6064,[O][C][=Branch1][C][=O][C][Branch1][C][Cl][=C][Branch1][C][Br][Br],-0.6873
6065,[C][C][Branch1][C][O][C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][N+1][Branch1][C][O-1][=O],0.0789
6066,[C][C][=C][C][Branch1][C][C][=N][C][Branch1][S][N][\N][=C][Branch1][C][\C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][Ring2][Ring1][C],-3.1959
6067,[C][N][C][=Branch1][C][=O][N][=C][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][N][Ring1][=Branch1],-0.794
6068,[C][C][Branch1][C][C][Branch1][C][C][C@@H1][Branch1][C][O][C@H1][Branch1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][C][=N][C][=N][Ring1][Branch1],-3.6786
6069,[C][C@@H1][Branch1][Ring2][C][C][O][C][C][C][=O],-1.0732
6070,[C][N][C][=C][N][=C][C][=N][C][Ring1][=Branch1][=N][C][Ring1][#Branch2][=O],-0.9089
6071,[O][=C][O][C][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][#N],-2.7021
6072,[C][C][SH0][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][C][Branch1][Ring1][C][O][SH0][=Branch1][C][=O][=Branch1][C][=O][C][C],-0.1653
6073,[C][O][C][=C][Branch1][C][N][C][Branch1][Ring1][C][=O][=C][C][=C][Ring1][=Branch2][O],-0.2232
6074,[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch2][C][=C][Ring1][=Branch1][C][Branch1][C][O-1][=O][N+1][Branch1][C][O-1][=O],-2.0558
6075,[O][C][=Branch1][C][=O][C][C][C@H1][Branch1][=Branch1][N][C][C][C][#N][C][Branch1][C][O][=O],-1.3015
6076,[C][C][C][Branch1][#Branch1][C][C][Branch1][C][C][=O][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][N][=O],-0.7661
6077,[C][C][C][C][C][C][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][O][=O],-1.5469
6078,[C][C][=C][N][=C][C][Branch1][#C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][Branch1][C][O][=O][=C][Ring1][=C],-2.9973
6079,[C][C][C@H1][Branch1][C][C][C@H1][Branch1][=Branch1][N][C][C][C][#N][C][Branch1][C][O][=O],-0.9818
6080,[C][C][C][=N][C][=C][N][=C][Branch1][C][O][N][=C][Ring1][#Branch1][N][=C][Ring1][O][C][C],-2.2644
6081,[C][C][Branch1][C][C][Branch1][#Branch2][O][C][C][C][C][C][C][Ring1][=Branch1][C][Branch1][C][O][=O],-1.0798
6082,[C][O][C][Branch1][#Branch1][C][C][Branch1][C][O][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.6952
6083,[O-1][N+1][=Branch1][C][=O][C][C][=Branch1][C][=O][C][C][Branch1][=Branch1][C][C][Ring1][#Branch1][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.6688
6084,[O][C][Branch1][C][O][Branch1][=C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1],-2.4568
6085,[C][C][=C][C][C][Branch1][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][Branch1][C][C][C][Ring1][#Branch2][=O],-1.5445
6086,[C][C][O][C][=Branch1][C][=O][C][Branch1][C][O][C][=C],0.3627
6087,[C][C][C][C][C][C][Branch1][Ring2][O][Ring1][=Branch1][O][C][C][C][C][C][Branch1][C][C][O][Ring1][#Branch1],-1.1083
6088,[C][C][C][O][PH0][=Branch1][C][=O][Branch1][Ring1][O][C][O][C][C][C],-0.6592
6089,[C][N][C][=N][C][=C][Branch1][P][N][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Ring1][=Branch2][=O][C][Ring1][=C][=O],-1.985
6090,[O-1][C][=Branch1][C][=O][C][N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2],-2.8497
6091,[C][C][C][C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring2][Ring1][C][Ring1][#Branch2],-7.5245
6092,[C][C][C][Branch1][C][Br][Branch1][C][Br][C][Branch1][C][O][=O],-0.8722
6093,[C][C][O][C][=Branch1][C][=O][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][SH0][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][=N][C][Branch1][Ring1][O][C][=C][C][Branch1][Ring1][O][C][=N][Ring1][#Branch2],-4.4561
6094,[O][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2],-2.6954
6095,[C][C][Branch1][=Branch1][C][C][C][Ring1][Ring1][C][Branch1][C][O][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],-3.3189
6096,[C][O][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][SH0][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][=N][C][Branch1][Ring1][O][C][=N][C][Branch1][Ring1][O][C][=N][Ring1][#Branch2],-3.5372
6097,[C][C][O][PH0][=Branch1][C][=O][Branch1][Branch2][S][C][Branch1][C][C][C][C][S][C][Branch1][C][C][C][C],-3.0376
6098,[O][C][=Branch1][C][=O][C][O][C][C][C][C][C][Ring1][Branch1],-0.8471
6099,[C][C][O][PH0][=Branch1][C][=S][Branch1][#Branch1][O][C][Branch1][C][C][C][O][C][=C][N][=C][Branch1][Branch1][N][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],-4.7626
6100,[C][C][Branch1][C][C][Branch1][C][C][N][N][=C][C][=Branch1][=Branch2][=C][Branch1][C][Cl][C][Ring1][#Branch1][=O][S][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],-7.483
6101,[C][O][C][C][=C][S][C][=Ring1][Branch1][C][N][Branch1][#Branch1][C][=Branch1][C][=O][C][Cl][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1][C],-4.4689
6102,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][Branch1][C][C][O],-3.9784
6103,[C][O][C][=Branch1][C][=O][C][Branch1][Branch1][C][C][Ring1][Ring1][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],-2.2601
6104,[Cl][C][Branch1][C][Cl][C][=Branch1][C][=O][N][Branch1][Ring2][C][C][=C][C][C][=Branch1][C][=O][N][C][C][=C],-1.0397
6105,[C][O][C][=N][S][C][Branch1][C][N][=N][Ring1][=Branch1],-1.2427
6106,[C][C][O][C][=N][S][C][Branch1][C][N][=N][Ring1][=Branch1],-0.6514
6107,[C][C][=Branch1][C][=O][O][C][C][Branch1][C][S][C][S],-1.2208
6108,[C][C][C][C][C][=Branch1][Ring1][=C][C][C][Branch1][C][N][=O],-1.3717
6109,[O][=C][Branch1][#Branch2][N][C][=N][C][=C][C][=N][Ring1][=Branch1][C][=C][N][=C][C][=N][Ring1][=Branch1],-0.3036
6110,[C][C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1],-3.0958
6111,[C][C][O][PH0][=Branch1][C][=O][Branch1][Branch2][S][C][Branch1][C][C][C][C][N][C][C][S][C][Ring1][Branch1][=O],-1.4589
6112,[C][C][=C][C][=N][C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][N][=C][C][=N][Ring1][=Branch1][=N][Ring1][#C],-0.7308
6113,[C][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch2][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][C][=Branch1][C][=O][C][C][C][C][Ring1][#Branch1][=O],-3.2994
6114,[C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][O][Ring1][=Branch1][N+1][Branch1][C][O-1][=O],-3.0516
6115,[C][C][C][O][C][=Branch1][C][=O][C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][N+1][Branch1][C][O-1][=O],-2.55
6116,[C][C][Branch1][C][O][C][Branch1][C][C][C][=O],-0.4906
6117,[C][C][=N][C][=N][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][O][Ring1][#Branch1],-2.6025
6118,[C][N][C][=Branch1][C][=O][C][=Branch1][N][=N][C][=C][N][=C][N][=C][Ring1][O][Ring1][=Branch1][C],-1.489
6119,[N][C][=Branch1][C][=O][C][C][C][C][C][Branch1][Ring2][N][Ring1][=Branch1][C][Branch1][C][N][=O],0.2893
6120,[C][C][C][Branch1][C][C][Branch1][C][C][C][C][C][C][=Branch1][Ring1][=N][O][C][Branch1][Ring2][C][Ring1][Branch2][=N][O],-3.9652
6121,[C][C][C][C][=N][C][=N][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][O][Ring1][#Branch1],-2.9206
6122,[NH3+1][C@H1][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],-1.5902
6123,[C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1],-2.7429
6124,[C][C][O][C][=Branch1][C][=O][C@@H1][Branch1][C][C][O][C][=C][C][=C][Branch2][Ring1][Ring1][O][C][=C][N][=C][C][=C][Branch1][C][Cl][C][=C][C][Ring1][#Branch1][=N][Ring1][O][C][=C][Ring2][Ring1][C],-5.9694
6125,[C][O][C][=Branch1][C][=O][C][C][Branch1][C][Cl][=N][N][Branch1][C][C][C][=Ring1][#Branch1][SH0][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][=N][C][Branch1][Ring1][O][C][=C][C][Branch1][Ring1][O][C][=N][Ring1][#Branch2],-4.4642
6126,[C][C][O][C][=C][C][=C][Branch1][#Branch1][N][C][Branch1][C][C][=O][C][=C][C][=C][N][=C][Ring1][=C][Ring1][=Branch1],-1.5171
6127,[C][C][C][C][O][PH0][=Branch1][C][=O][Branch1][=Branch1][O][C][C][C][C][O][C][C][C][C][O][C][C],-2.6468
