,smiles,carbons,nitrogens,oxygens,hydrogens
63517,CC1(CC(=N)O1)C1CN1,6,2,1,10
63518,CC1(CC(=N)O1)C1CO1,6,1,2,9
63519,CC1(CC(=O)C1)C1CC1,8,0,1,12
63520,CC1(CC(=O)C1)C1CO1,7,0,2,10
63521,CC1(CC(=O)C1)N1CC1,7,1,1,11
63522,CC1(CC(=O)N1)C1CC1,7,1,1,11
63523,CC1(CC(=O)N1)C1CN1,6,2,1,10
63524,CC1(CC(=O)N1)C1CO1,6,1,2,9
63525,CC1(CC(=O)O1)C1CC1,7,0,2,10
63526,CC1(CC(=O)O1)C1CN1,6,1,2,9
63527,CC1(CC(=O)O1)C1CO1,6,0,3,8
63528,OC1(CC(=O)C1)C1CC1,7,0,2,10
63529,OC1(CC(=O)C1)C1CN1,6,1,2,9
63530,OC1(CC(=O)C1)C1CO1,6,0,3,8
63531,CC1(CC(=O)C=O)CC1,7,0,2,10
63532,CC1(CC(=O)C=O)CN1,6,1,2,9
63533,CC1(CC(=O)C=O)CO1,6,0,3,8
63534,CC1(CC1)NC(=N)C=O,6,2,1,10
63535,CC1(CC1)NC(=O)C=O,6,1,2,9
63536,CC1(CC1)OC(=N)C=O,6,1,2,9
63537,CC1(CC1)OC(=O)C=O,6,0,3,8
63538,OC1(CC(=O)C=O)CC1,6,0,3,8
63539,CC1(CC(=O)C=C1)C#C,8,0,1,8
63540,CC1(CC(=O)C=C1)C#N,7,1,1,7
63541,CC1(NC(=O)C=C1)C#C,7,1,1,7
63542,CC1(OC(=N)C=C1)C#C,7,1,1,7
63543,CC1(OC(=N)C=C1)C#N,6,2,1,6
63544,CC1(OC(=O)C=C1)C#C,7,0,2,6
63545,CC1(OC(=O)C=C1)C#N,6,1,2,5
63546,OC1(CC(=O)C=C1)C#C,7,0,2,6
63547,OC1(CC(=O)C=C1)C#N,6,1,2,5
63548,CC1(CC(=O)C=C1)C=O,7,0,2,8
63549,CC1(NC(=O)C=C1)C=O,6,1,2,7
63550,CC1(OC(=N)C=C1)C=O,6,1,2,7
63551,CC1(OC(=O)C=C1)C=O,6,0,3,6
63552,OC1(CC(=O)C=C1)C=O,6,0,3,6
63553,CC1(CC(C1)C#C)C#C,9,0,0,10
63554,CC1(CC(C1)C#C)C#N,8,1,0,9
63555,CC1(CC(C1)C#N)C#C,8,1,0,9
63556,CC1(CC(C1)C#N)C#N,7,2,0,8
63557,CC1(CC(N1)C#C)C#N,7,2,0,8
63558,CC1(CC(N1)C#N)C#C,7,2,0,8
63559,CC1(CC(N1)C#N)C#N,6,3,0,7
63560,CC1(CC(O1)C#C)C#C,8,0,1,8
63561,CC1(CC(O1)C#C)C#N,7,1,1,7
63562,CC1(CC(O1)C#N)C#C,7,1,1,7
63563,CC1(CC(O1)C#N)C#N,6,2,1,6
63564,NC1(CC(C1)C#C)C#N,7,2,0,8
63565,NC1(CC(C1)C#N)C#N,6,3,0,7
63566,OC1(CC(C1)C#C)C#C,8,0,1,8
63567,OC1(CC(C1)C#C)C#N,7,1,1,7
63568,OC1(CC(C1)C#N)C#C,7,1,1,7
63569,OC1(CC(C1)C#N)C#N,6,2,1,6
63570,CC1(CC(C1)C#C)C=O,8,0,1,10
63571,CC1(CC(C1)C#N)C=O,7,1,1,9
63572,CC1(CC(N1)C#N)C=O,6,2,1,8
63573,CC1(CC(O1)C#C)C=O,7,0,2,8
63574,CC1(CC(O1)C#N)C=O,6,1,2,7
63575,OC1(CC(C1)C#C)C=O,7,0,2,8
63576,OC1(CC(C1)C#N)C=O,6,1,2,7
63577,CC1(CC(C1)C=O)C#C,8,0,1,10
63578,CC1(CC(C1)C=O)C#N,7,1,1,9
63579,CC1(CC(N1)C=O)C#N,6,2,1,8
63580,CC1(CC(O1)C=O)C#C,7,0,2,8
63581,CC1(CC(O1)C=O)C#N,6,1,2,7
63582,CC1(CN(C1)C=O)C#C,7,1,1,9
63583,CC1(CN(C1)C=O)C#N,6,2,1,8
63584,NC1(CN(C1)C=O)C#N,5,3,1,7
63585,OC1(CC(C1)C=O)C#C,7,0,2,8
63586,OC1(CC(C1)C=O)C#N,6,1,2,7
63587,OC1(CN(C1)C=O)C#C,6,1,2,7
63588,OC1(CN(C1)C=O)C#N,5,2,2,6
63589,CC1(CC(C1)C=O)C=O,7,0,2,10
63590,CC1(CC(N1)C=O)C=O,6,1,2,9
63591,CC1(CC(O1)C=O)C=O,6,0,3,8
63592,CC1(CN(C1)C=O)C=O,6,1,2,9
63593,OC1(CC(C1)C=O)C=O,6,0,3,8
63594,OC1(CN(C1)C=O)C=O,5,1,3,7
63595,CC1(CC1(C)C#C)C#C,9,0,0,10
63596,CC1(CC1(C)C#N)C#C,8,1,0,9
63597,CC1(CC1(C)C#N)C#N,7,2,0,8
63598,CC1(CC1(N)C#C)C#N,7,2,0,8
63599,CC1(CC1(N)C#N)C#C,7,2,0,8
63600,CC1(CC1(N)C#N)C#N,6,3,0,7
63601,CC1(CC1(O)C#C)C#C,8,0,1,8
63602,CC1(CC1(O)C#C)C#N,7,1,1,7
63603,CC1(CC1(O)C#N)C#C,7,1,1,7
63604,CC1(CC1(O)C#N)C#N,6,2,1,6
63605,CC1(NC1(C)C#C)C#C,8,1,0,9
63606,CC1(NC1(C)C#N)C#C,7,2,0,8
63607,CC1(NC1(C)C#N)C#N,6,3,0,7
63608,CC1(OC1(C)C#C)C#C,8,0,1,8
63609,CC1(OC1(C)C#N)C#C,7,1,1,7
63610,CC1(OC1(C)C#N)C#N,6,2,1,6
63611,NC1(CC1(N)C#N)C#C,6,3,0,7
63612,NC1(CC1(N)C#N)C#N,5,4,0,6
63613,NC1(CC1(O)C#C)C#N,6,2,1,6
63614,NC1(CC1(O)C#N)C#C,6,2,1,6
63615,NC1(CC1(O)C#N)C#N,5,3,1,5
63616,OC1(CC1(O)C#C)C#C,7,0,2,6
63617,OC1(CC1(O)C#N)C#C,6,1,2,5
63618,OC1(CC1(O)C#N)C#N,5,2,2,4
63619,CC1(CC1(C)C#C)C=O,8,0,1,10
63620,CC1(CC1(C)C#N)C=O,7,1,1,9
63621,CC1(CC1(O)C#C)C=O,7,0,2,8
63622,CC1(CC1(O)C#N)C=O,6,1,2,7
63623,CC1(CC1(O)C=O)C#C,7,0,2,8
63624,CC1(CC1(O)C=O)C#N,6,1,2,7
63625,CC1(NC1(C)C#C)C=O,7,1,1,9
63626,CC1(NC1(C)C#N)C=O,6,2,1,8
63627,CC1(OC1(C)C#C)C=O,7,0,2,8
63628,CC1(OC1(C)C#N)C=O,6,1,2,7
63629,OC1(CC1(O)C#C)C=O,6,0,3,6
63630,OC1(CC1(O)C#N)C=O,5,1,3,5
63631,CC1(CC1(C)C=O)C=O,7,0,2,10
63632,CC1(CC1(O)C=O)C=O,6,0,3,8
63633,CC1(NC1(C)C=O)C=O,6,1,2,9
63634,CC1(OC1(C)C=O)C=O,6,0,3,8
63635,OC1(CC1(O)C=O)C=O,5,0,4,6
63636,CC1(CC1)C#CC1CC1,9,0,0,12
63637,CC1(CC1)C#CC1CN1,8,1,0,11
63638,CC1(CC1)C#CC1CO1,8,0,1,10
63639,CC1(CN1)C#CC1CC1,8,1,0,11
63640,CC1(CN1)C#CC1CN1,7,2,0,10
63641,CC1(CN1)C#CC1CO1,7,1,1,9
63642,CC1(CO1)C#CC1CC1,8,0,1,10
63643,CC1(CO1)C#CC1CN1,7,1,1,9
63644,CC1(CO1)C#CC1CO1,7,0,2,8
63645,OC1(CC1)C#CC1CC1,8,0,1,10
63646,OC1(CC1)C#CC1CN1,7,1,1,9
63647,OC1(CC1)C#CC1CO1,7,0,2,8
63648,CC1(CC1)C#CCC#C,9,0,0,10
63649,CC1(CC1)C#CCC#N,8,1,0,9
63650,CC1(CN1)C#CCC#C,8,1,0,9
63651,CC1(CN1)C#CCC#N,7,2,0,8
63652,CC1(CO1)C#CCC#C,8,0,1,8
63653,CC1(CO1)C#CCC#N,7,1,1,7
63654,OC1(CC1)C#CCC#C,8,0,1,8
63655,OC1(CC1)C#CCC#N,7,1,1,7
63656,CC1(CC1)C#CCC=O,8,0,1,10
63657,CC1(CN1)C#CCC=O,7,1,1,9
63658,CC1(CO1)C#CCC=O,7,0,2,8
63659,OC1(CC1)C#CCC=O,7,0,2,8
63660,CC1(CC1)C(=O)C1CC1,8,0,1,12
63661,CC1(CC1)C(=O)C1CN1,7,1,1,11
63662,CC1(CC1)C(=O)C1CO1,7,0,2,10
63663,CC1(CC1)C(=O)N1CC1,7,1,1,11
63664,CC1(CN1)C(=O)C1CC1,7,1,1,11
63665,CC1(CN1)C(=O)C1CN1,6,2,1,10
63666,CC1(CN1)C(=O)C1CO1,6,1,2,9
63667,CC1(CN1)C(=O)N1CC1,6,2,1,10
63668,CC1(CO1)C(=O)C1CC1,7,0,2,10
63669,CC1(CO1)C(=O)C1CN1,6,1,2,9
63670,CC1(CO1)C(=O)C1CO1,6,0,3,8
63671,CC1(CO1)C(=O)N1CC1,6,1,2,9
63672,OC1(CC1)C(=O)C1CC1,7,0,2,10
63673,OC1(CC1)C(=O)C1CN1,6,1,2,9
63674,OC1(CC1)C(=O)C1CO1,6,0,3,8
63675,OC1(CC1)C(=O)N1CC1,6,1,2,9
63676,CC1(CC1)C(=O)CC#C,8,0,1,10
63677,CC1(CC1)C(=O)CC#N,7,1,1,9
63678,CC1(CN1)C(=O)CC#C,7,1,1,9
63679,CC1(CN1)C(=O)CC#N,6,2,1,8
63680,CC1(CO1)C(=O)CC#C,7,0,2,8
63681,CC1(CO1)C(=O)CC#N,6,1,2,7
63682,OC1(CC1)C(=O)CC#C,7,0,2,8
63683,OC1(CC1)C(=O)CC#N,6,1,2,7
63684,CC1(CC1)C(=N)NC=O,6,2,1,10
63685,CC1(CC1)C(=N)OC=O,6,1,2,9
63686,CC1(CC1)C(=O)CC=O,7,0,2,10
63687,CC1(CC1)C(=O)NC=N,6,2,1,10
63688,CC1(CC1)C(=O)NC=O,6,1,2,9
63689,CC1(CC1)C(=O)OC=N,6,1,2,9
63690,CC1(CN1)C(=N)NC=O,5,3,1,9
63691,CC1(CN1)C(=N)OC=O,5,2,2,8
63692,CC1(CN1)C(=O)CC=O,6,1,2,9
63693,CC1(CN1)C(=O)NC=N,5,3,1,9
63694,CC1(CN1)C(=O)NC=O,5,2,2,8
63695,CC1(CN1)C(=O)OC=N,5,2,2,8
63696,CC1(CO1)C(=N)NC=O,5,2,2,8
63697,CC1(CO1)C(=N)OC=O,5,1,3,7
63698,CC1(CO1)C(=O)CC=O,6,0,3,8
63699,CC1(CO1)C(=O)NC=N,5,2,2,8
63700,CC1(CO1)C(=O)NC=O,5,1,3,7
63701,CC1(CO1)C(=O)OC=N,5,1,3,7
63702,NC1(CC1)C(=O)NC=O,5,2,2,8
63703,NC1(CC1)C(=O)OC=N,5,2,2,8
63704,OC1(CC1)C(=N)NC=O,5,2,2,8
63705,OC1(CC1)C(=N)OC=O,5,1,3,7
63706,OC1(CC1)C(=O)CC=O,6,0,3,8
63707,OC1(CC1)C(=O)NC=N,5,2,2,8
63708,OC1(CC1)C(=O)NC=O,5,1,3,7
63709,OC1(CC1)C(=O)OC=N,5,1,3,7
63710,CC1(CC1)C(C#C)C#C,9,0,0,10
63711,CC1(CC1)C(C#C)C#N,8,1,0,9
63712,CC1(CC1)C(C#N)C#N,7,2,0,8
63713,CC1(CN1)C(C#C)C#C,8,1,0,9
63714,CC1(CN1)C(C#C)C#N,7,2,0,8
63715,CC1(CO1)C(C#C)C#C,8,0,1,8
63716,CC1(CO1)C(C#C)C#N,7,1,1,7
63717,OC1(CC1)C(C#C)C#C,8,0,1,8
63718,OC1(CC1)C(C#C)C#N,7,1,1,7
63719,CC1(CC1)C(C=O)C#C,8,0,1,10
63720,CC1(CC1)C(C=O)C#N,7,1,1,9
63721,CC1(CN1)C(C=O)C#C,7,1,1,9
63722,CC1(CN1)C(C=O)C#N,6,2,1,8
63723,CC1(CO1)C(C=O)C#C,7,0,2,8
63724,CC1(CO1)C(C=O)C#N,6,1,2,7
63725,OC1(CC1)C(C=O)C#C,7,0,2,8
63726,OC1(CC1)C(C=O)C#N,6,1,2,7
63727,CC1(CC1)C(C=O)C=O,7,0,2,10
63728,CC1(CC1)N(C=N)C=O,6,2,1,10
63729,CC1(CC1)N(C=O)C=O,6,1,2,9
63730,CC1(CN1)C(C=O)C=O,6,1,2,9
63731,CC1(CO1)C(C=O)C=O,6,0,3,8
63732,OC1(CC1)C(C=O)C=O,6,0,3,8
63733,CC1(CC1)C1(C)CCC1,9,0,0,16
63734,CC1(CC1)C1(C)CCO1,8,0,1,14
63735,CC1(CC1)C1(C)COC1,8,0,1,14
63736,CC1(CC1)C1(O)CCC1,8,0,1,14
63737,CC1(CC1)C1(O)COC1,7,0,2,12
63738,CC1(CCC1)C1(O)CC1,8,0,1,14
63739,CC1(CCO1)C1(O)CC1,7,0,2,12
63740,CC1(CN1)C1(C)CCO1,7,1,1,13
63741,CC1(CN1)C1(O)CCC1,7,1,1,13
63742,CC1(CN1)C1(O)COC1,6,1,2,11
63743,CC1(CO1)C1(C)CCC1,8,0,1,14
63744,CC1(CO1)C1(C)CCO1,7,0,2,12
63745,CC1(CO1)C1(C)COC1,7,0,2,12
63746,CC1(CO1)C1(O)CCC1,7,0,2,12
63747,CC1(CO1)C1(O)COC1,6,0,3,10
63748,CC1(COC1)C1(O)CC1,7,0,2,12
63749,OC1(CC1)C1(O)CCC1,7,0,2,12
63750,OC1(CC1)C1(O)COC1,6,0,3,10
63751,CC1(CC1)C1(CC1)C#C,9,0,0,12
63752,CC1(CC1)C1(CC1)C#N,8,1,0,11
63753,CC1(CC1)C1(CN1)C#C,8,1,0,11
63754,CC1(CC1)C1(CN1)C#N,7,2,0,10
63755,CC1(CC1)C1(CO1)C#C,8,0,1,10
63756,CC1(CC1)C1(CO1)C#N,7,1,1,9
63757,CC1(CN1)C1(CC1)C#N,7,2,0,10
63758,CC1(CN1)C1(CN1)C#C,7,2,0,10
63759,CC1(CN1)C1(CN1)C#N,6,3,0,9
63760,CC1(CN1)C1(CO1)C#C,7,1,1,9
63761,CC1(CN1)C1(CO1)C#N,6,2,1,8
63762,CC1(CO1)C1(CC1)C#C,8,0,1,10
63763,CC1(CO1)C1(CC1)C#N,7,1,1,9
63764,CC1(CO1)C1(CN1)C#C,7,1,1,9
63765,CC1(CO1)C1(CN1)C#N,6,2,1,8
63766,CC1(CO1)C1(CO1)C#C,7,0,2,8
63767,CC1(CO1)C1(CO1)C#N,6,1,2,7
63768,NC1(CC1)C1(CN1)C#N,6,3,0,9
63769,NC1(CC1)C1(CO1)C#N,6,2,1,8
63770,OC1(CC1)C1(CC1)C#C,8,0,1,10
63771,OC1(CC1)C1(CC1)C#N,7,1,1,9
63772,OC1(CC1)C1(CN1)C#C,7,1,1,9
63773,OC1(CC1)C1(CN1)C#N,6,2,1,8
63774,OC1(CC1)C1(CO1)C#C,7,0,2,8
63775,OC1(CC1)C1(CO1)C#N,6,1,2,7
63776,CC1(CC1)C1(CC1)C=O,8,0,1,12
63777,CC1(CC1)C1(CN1)C=O,7,1,1,11
63778,CC1(CC1)C1(CO1)C=O,7,0,2,10
63779,CC1(CN1)C1(CC1)C=O,7,1,1,11
63780,CC1(CN1)C1(CN1)C=O,6,2,1,10
63781,CC1(CN1)C1(CO1)C=O,6,1,2,9
63782,CC1(CO1)C1(CC1)C=O,7,0,2,10
63783,CC1(CO1)C1(CN1)C=O,6,1,2,9
63784,CC1(CO1)C1(CO1)C=O,6,0,3,8
63785,OC1(CC1)C1(CC1)C=O,7,0,2,10
63786,OC1(CC1)C1(CN1)C=O,6,1,2,9
63787,OC1(CC1)C1(CO1)C=O,6,0,3,8
63788,CC1(CC1)C12CC(C1)C2,9,0,0,14
63789,CC1(CC1)C12CC(C1)O2,8,0,1,12
63790,CC1(CC1)C12CN(C1)C2,8,1,0,13
63791,CC1(CN1)C12CC(C1)O2,7,1,1,11
63792,CC1(CO1)C12CC(C1)C2,8,0,1,12
63793,CC1(CO1)C12CC(C1)O2,7,0,2,10
63794,CC1(CO1)C12CN(C1)C2,7,1,1,11
63795,OC1(CC1)C12CC(C1)C2,8,0,1,12
63796,OC1(CC1)C12CC(C1)O2,7,0,2,10
63797,OC1(CC1)C12CN(C1)C2,7,1,1,11
63798,CC1(CC1)C12CC1CC2,9,0,0,14
63799,CC1(CC1)C12CC1CO2,8,0,1,12
63800,CC1(CC1)C12CC1OC2,8,0,1,12
63801,CC1(CC1)C12CCC1N2,8,1,0,13
63802,CC1(CC1)C12CCC1O2,8,0,1,12
63803,CC1(CC1)C12CN1CC2,8,1,0,13
63804,CC1(CN1)C12CC1CO2,7,1,1,11
63805,CC1(CN1)C12CCC1N2,7,2,0,12
63806,CC1(CN1)C12CCC1O2,7,1,1,11
63807,CC1(CN1)C12CN1CC2,7,2,0,12
63808,CC1(CO1)C12CC1CC2,8,0,1,12
63809,CC1(CO1)C12CC1CO2,7,0,2,10
63810,CC1(CO1)C12CC1OC2,7,0,2,10
63811,CC1(CO1)C12CCC1N2,7,1,1,11
63812,CC1(CO1)C12CCC1O2,7,0,2,10
63813,CC1(CO1)C12CN1CC2,7,1,1,11
63814,OC1(CC1)C12CC1CC2,8,0,1,12
63815,OC1(CC1)C12CC1CO2,7,0,2,10
63816,OC1(CC1)C12CC1OC2,7,0,2,10
63817,OC1(CC1)C12CCC1N2,7,1,1,11
63818,OC1(CC1)C12CCC1O2,7,0,2,10
63819,OC1(CC1)C12CN1CC2,7,1,1,11
63820,CC1(CC1)C1=CCCC1,9,0,0,14
63821,CC1(CC1)C1=CCOC1,8,0,1,12
63822,CC1(CC1)C1=NCCO1,7,1,1,11
63823,CC1(CN1)C1=CCCC1,8,1,0,13
63824,CC1(CN1)C1=CCOC1,7,1,1,11
63825,CC1(CN1)C1=NCCO1,6,2,1,10
63826,CC1(CO1)C1=CCCC1,8,0,1,12
63827,CC1(CO1)C1=CCOC1,7,0,2,10
63828,CC1(CO1)C1=NCCN1,6,2,1,10
63829,CC1(CO1)C1=NCCO1,6,1,2,9
63830,OC1(CC1)C1=CCCC1,8,0,1,12
63831,OC1(CC1)C1=CCOC1,7,0,2,10
63832,OC1(CC1)C1=NCCO1,6,1,2,9
63833,CC1(CC1)C1C2CC1C2,9,0,0,14
63834,CC1(CC1)C1C2CC1O2,8,0,1,12
63835,CC1(CN1)C1C2CN1C2,7,2,0,12
63836,CC1(CO1)C1C2CC1C2,8,0,1,12
63837,CC1(CO1)C1C2CC1O2,7,0,2,10
63838,CC1(CO1)C1C2CN1C2,7,1,1,11
63839,OC1(CC1)C1C2CC1C2,8,0,1,12
63840,OC1(CC1)C1C2CC1O2,7,0,2,10
63841,CC1(CC1)C1C2CCC12,9,0,0,14
63842,CC1(CC1)C1C2CCN12,8,1,0,13
63843,CC1(CC1)C1C2COC12,8,0,1,12
63844,CC1(CN1)C1C2CCN12,7,2,0,12
63845,CC1(CO1)C1C2CCC12,8,0,1,12
63846,CC1(CO1)C1C2CCN12,7,1,1,11
63847,CC1(CO1)C1C2COC12,7,0,2,10
63848,OC1(CC1)C1C2CCC12,8,0,1,12
63849,OC1(CC1)C1C2CCN12,7,1,1,11
63850,OC1(CC1)C1C2COC12,7,0,2,10
63851,CC1(CC1)C1CC(=N)O1,7,1,1,11
63852,CC1(CC1)C1CC(=O)C1,8,0,1,12
63853,CC1(CC1)C1CC(=O)N1,7,1,1,11
63854,CC1(CC1)C1CC(=O)O1,7,0,2,10
63855,CC1(CC1)N1CC(=O)C1,7,1,1,11
63856,CC1(CN1)C1CC(=N)O1,6,2,1,10
63857,CC1(CN1)C1CC(=O)N1,6,2,1,10
63858,CC1(CN1)C1CC(=O)O1,6,1,2,9
63859,CC1(CO1)C1CC(=N)O1,6,1,2,9
63860,CC1(CO1)C1CC(=O)C1,7,0,2,10
63861,CC1(CO1)C1CC(=O)N1,6,1,2,9
63862,CC1(CO1)C1CC(=O)O1,6,0,3,8
63863,OC1(CC1)C1CC(=N)O1,6,1,2,9
63864,OC1(CC1)C1CC(=O)C1,7,0,2,10
63865,OC1(CC1)C1CC(=O)N1,6,1,2,9
63866,OC1(CC1)C1CC(=O)O1,6,0,3,8
63867,CC1(CC1)C1CC1C#C,9,0,0,12
63868,CC1(CC1)C1CC1C#N,8,1,0,11
63869,CC1(CC1)C1NC1C#C,8,1,0,11
63870,CC1(CC1)C1NC1C#N,7,2,0,10
63871,CC1(CC1)C1OC1C#C,8,0,1,10
63872,CC1(CC1)C1OC1C#N,7,1,1,9
63873,CC1(CC1)N1CC1C#C,8,1,0,11
63874,CC1(CC1)N1CC1C#N,7,2,0,10
63875,CC1(CN1)C1CC1C#N,7,2,0,10
63876,CC1(CN1)C1NC1C#C,7,2,0,10
63877,CC1(CN1)C1NC1C#N,6,3,0,9
63878,CC1(CN1)C1OC1C#C,7,1,1,9
63879,CC1(CN1)C1OC1C#N,6,2,1,8
63880,CC1(CO1)C1CC1C#C,8,0,1,10
63881,CC1(CO1)C1CC1C#N,7,1,1,9
63882,CC1(CO1)C1NC1C#C,7,1,1,9
63883,CC1(CO1)C1NC1C#N,6,2,1,8
63884,CC1(CO1)C1OC1C#C,7,0,2,8
63885,CC1(CO1)C1OC1C#N,6,1,2,7
63886,OC1(CC1)C1CC1C#C,8,0,1,10
63887,OC1(CC1)C1CC1C#N,7,1,1,9
63888,OC1(CC1)C1NC1C#C,7,1,1,9
63889,OC1(CC1)C1NC1C#N,6,2,1,8
63890,OC1(CC1)C1OC1C#C,7,0,2,8
63891,OC1(CC1)C1OC1C#N,6,1,2,7
63892,CC1(CC1)C1CC1C=O,8,0,1,12
63893,CC1(CC1)C1CN1C=O,7,1,1,11
63894,CC1(CC1)C1NC1C=O,7,1,1,11
63895,CC1(CC1)C1OC1C=O,7,0,2,10
63896,CC1(CC1)N1CC1C=O,7,1,1,11
63897,CC1(CN1)C1CN1C=O,6,2,1,10
63898,CC1(CN1)C1NC1C=O,6,2,1,10
63899,CC1(CN1)C1OC1C=O,6,1,2,9
63900,CC1(CO1)C1CC1C=O,7,0,2,10
63901,CC1(CO1)C1CN1C=O,6,1,2,9
63902,CC1(CO1)C1NC1C=O,6,1,2,9
63903,CC1(CO1)C1OC1C=O,6,0,3,8
63904,OC1(CC1)C1CC1C=O,7,0,2,10
63905,OC1(CC1)C1CN1C=O,6,1,2,9
63906,OC1(CC1)C1NC1C=O,6,1,2,9
63907,OC1(CC1)C1OC1C=O,6,0,3,8
63908,CC1(CC1)C1CC2CC12,9,0,0,14
63909,CC1(CC1)C1CC2CN12,8,1,0,13
63910,CC1(CC1)C1CC2OC12,8,0,1,12
63911,CC1(CC1)C1OC2CC12,8,0,1,12
63912,CC1(CN1)C1CC2CN12,7,2,0,12
63913,CC1(CN1)C1OC2CC12,7,1,1,11
63914,CC1(CO1)C1CC2CC12,8,0,1,12
63915,CC1(CO1)C1CC2CN12,7,1,1,11
63916,CC1(CO1)C1CC2NC12,7,1,1,11
63917,CC1(CO1)C1CC2OC12,7,0,2,10
63918,CC1(CO1)C1OC2CC12,7,0,2,10
63919,OC1(CC1)C1CC2CC12,8,0,1,12
63920,OC1(CC1)C1CC2CN12,7,1,1,11
63921,OC1(CC1)C1CC2NC12,7,1,1,11
63922,OC1(CC1)C1CC2OC12,7,0,2,10
63923,OC1(CC1)C1CN2CC12,7,1,1,11
63924,OC1(CC1)C1OC2CC12,7,0,2,10
63925,CC1(CC1)C1CC=CC1,9,0,0,14
63926,CC1(CC1)C1CN=CO1,7,1,1,11
63927,CC1(CN1)C1CN=CO1,6,2,1,10
63928,CC1(CO1)C1CC=CC1,8,0,1,12
63929,CC1(CO1)C1CN=CO1,6,1,2,9
63930,OC1(CC1)C1CC=CC1,8,0,1,12
63931,OC1(CC1)C1CN=CO1,6,1,2,9
63932,CC1(CC1)C1CCC1=O,8,0,1,12
63933,CC1(CC1)C1CNC1=O,7,1,1,11
63934,CC1(CC1)C1COC1=N,7,1,1,11
63935,CC1(CC1)C1COC1=O,7,0,2,10
63936,CC1(CC1)C1NCC1=O,7,1,1,11
63937,CC1(CC1)C1OCC1=O,7,0,2,10
63938,CC1(CC1)N1CCC1=O,7,1,1,11
63939,CC1(CN1)C1CCC1=O,7,1,1,11
63940,CC1(CN1)C1CNC1=O,6,2,1,10
63941,CC1(CN1)C1COC1=N,6,2,1,10
63942,CC1(CN1)C1COC1=O,6,1,2,9
63943,CC1(CN1)C1NCC1=O,6,2,1,10
63944,CC1(CN1)C1OCC1=O,6,1,2,9
63945,CC1(CO1)C1CCC1=O,7,0,2,10
63946,CC1(CO1)C1CNC1=O,6,1,2,9
63947,CC1(CO1)C1COC1=N,6,1,2,9
63948,CC1(CO1)C1COC1=O,6,0,3,8
63949,CC1(CO1)C1NCC1=O,6,1,2,9
63950,CC1(CO1)C1OCC1=O,6,0,3,8
63951,OC1(CC1)C1CCC1=O,7,0,2,10
63952,OC1(CC1)C1CNC1=O,6,1,2,9
63953,OC1(CC1)C1COC1=N,6,1,2,9
63954,OC1(CC1)C1COC1=O,6,0,3,8
63955,OC1(CC1)C1NCC1=O,6,1,2,9
63956,OC1(CC1)C1OCC1=O,6,0,3,8
63957,CC1(CC1)C1CCC=C1,9,0,0,14
63958,CC1(CC1)C1COC=N1,7,1,1,11
63959,CC1(CC1)C1OCC=C1,8,0,1,12
63960,CC1(CN1)C1COC=N1,6,2,1,10
63961,CC1(CN1)C1OCC=C1,7,1,1,11
63962,CC1(CO1)C1CCC=C1,8,0,1,12
63963,CC1(CO1)C1COC=N1,6,1,2,9
63964,CC1(CO1)C1OCC=C1,7,0,2,10
63965,OC1(CC1)C1CCC=C1,8,0,1,12
63966,OC1(CC1)C1COC=N1,6,1,2,9
63967,OC1(CC1)C1OCC=C1,7,0,2,10
63968,CC1(CC1)C1CCCC1,9,0,0,16
63969,CC1(CC1)C1CCCO1,8,0,1,14
63970,CC1(CC1)C1CCOC1,8,0,1,14
63971,CC1(CC1)C1COCO1,7,0,2,12
63972,CC1(CC1)C1OCCO1,7,0,2,12
63973,CC1(CN1)C1CCCO1,7,1,1,13
63974,CC1(CN1)C1COCO1,6,1,2,11
63975,CC1(CN1)C1OCCO1,6,1,2,11
63976,CC1(CO1)C1CCCC1,8,0,1,14
63977,CC1(CO1)C1CCCO1,7,0,2,12
63978,CC1(CO1)C1CCOC1,7,0,2,12
63979,CC1(CO1)C1COCO1,6,0,3,10
63980,CC1(CO1)C1OCCO1,6,0,3,10
63981,OC1(CC1)C1CCCC1,8,0,1,14
63982,OC1(CC1)C1CCCO1,7,0,2,12
63983,OC1(CC1)C1CCOC1,7,0,2,12
63984,OC1(CC1)C1COCO1,6,0,3,10
63985,OC1(CC1)C1OCCO1,6,0,3,10
63986,CC1(CC1)N=C1CCO1,7,1,1,11
63987,CC1(CC1)N=CNC=O,6,2,1,10
63988,CC1(CC1)N=COC=O,6,1,2,9
63989,CC1(CC11CCC1)C#C,9,0,0,12
63990,CC1(CC11CCC1)C#N,8,1,0,11
63991,CC1(CC11CCO1)C#C,8,0,1,10
63992,CC1(CC11CCO1)C#N,7,1,1,9
63993,CC1(CC11COC1)C#C,8,0,1,10
63994,CC1(CC11COC1)C#N,7,1,1,9
63995,CC1(NC11CCC1)C#C,8,1,0,11
63996,CC1(NC11CCC1)C#N,7,2,0,10
63997,CC1(NC11COC1)C#C,7,1,1,9
63998,CC1(NC11COC1)C#N,6,2,1,8
63999,CC1(OC11CCC1)C#C,8,0,1,10
64000,CC1(OC11CCC1)C#N,7,1,1,9
64001,CC1(OC11COC1)C#C,7,0,2,8
64002,CC1(OC11COC1)C#N,6,1,2,7
64003,NC1(CC11CCC1)C#N,7,2,0,10
64004,NC1(CC11CCN1)C#N,6,3,0,9
